Date,pm25,pm10,o3,no2,so2,co
2025-03-26,150,0,0,0,0,0
2025-03-27,150,0,0,0,0,0
2025-03-28,149,0,0,0,0,0
2025-03-29,114,0,0,0,0,0
2025-03-30,76,0,0,0,0,0
2025-03-31,105,0,0,0,0,0
2024-10-04,149,0,0,0,0,0
2024-10-05,153,0,0,0,0,0
2024-10-06,153,0,0,0,0,0
2024-10-07,162,0,0,0,0,0
2024-10-08,162,0,0,0,0,0
2024-10-11,186,0,0,0,0,0
2024-10-12,178,0,0,0,0,0
2024-10-13,152,0,0,0,0,0
2024-10-14,143,0,0,0,0,0
2024-10-15,122,0,0,0,0,0
2024-10-16,129,0,0,0,0,0
2024-10-17,139,0,0,0,0,0
2024-10-18,110,0,0,0,0,0
2024-10-19,114,0,0,0,0,0
2024-10-20,124,0,0,0,0,0
2024-10-21,144,0,0,0,0,0
2024-10-22,145,0,0,0,0,0
2024-10-23,84,0,0,0,0,0
2024-10-24,110,0,0,0,0,0
2024-10-25,151,0,0,0,0,0
2024-10-26,139,0,0,0,0,0
2024-10-27,95,0,0,0,0,0
2024-10-28,105,0,0,0,0,0
2024-10-29,117,0,0,0,0,0
2024-10-30,136,0,0,0,0,0
2024-10-31,185,0,0,0,0,0
2024-11-01,174,0,0,0,0,0
2024-11-02,145,0,0,0,0,0
2024-11-03,163,0,0,0,0,0
2024-11-04,168,0,0,0,0,0
2024-11-05,162,0,0,0,0,0
2024-11-06,166,0,0,0,0,0
2024-11-07,173,0,0,0,0,0
2024-11-08,173,0,0,0,0,0
2024-11-09,185,0,0,0,0,0
2024-11-10,183,0,0,0,0,0
2024-11-11,181,0,0,0,0,0
2024-11-12,180,0,0,0,0,0
2024-11-13,178,0,0,0,0,0
2024-11-14,179,0,0,0,0,0
2024-11-15,164,0,0,0,0,0
2024-11-16,147,0,0,0,0,0
2024-11-17,136,0,0,0,0,0
2024-11-18,156,0,0,0,0,0
2024-11-19,129,0,0,0,0,0
2024-11-20,126,0,0,0,0,0
2024-11-21,140,0,0,0,0,0
2024-11-22,144,0,0,0,0,0
2024-11-23,150,0,0,0,0,0
2024-11-24,163,0,0,0,0,0
2024-11-25,184,0,0,0,0,0
2024-11-26,129,0,0,0,0,0
2024-11-27,123,0,0,0,0,0
2024-11-28,97,0,0,0,0,0
2024-11-29,134,0,0,0,0,0
2024-11-30,164,0,0,0,0,0
2024-12-01,179,0,0,0,0,0
2024-12-02,168,0,0,0,0,0
2024-12-03,140,0,0,0,0,0
2024-12-04,139,0,0,0,0,0
2024-12-05,144,0,0,0,0,0
2024-12-06,169,0,0,0,0,0
2024-12-07,147,0,0,0,0,0
2024-12-08,99,0,0,0,0,0
2024-12-09,152,0,0,0,0,0
2024-12-10,207,0,0,0,0,0
2024-12-11,141,0,0,0,0,0
2024-12-12,110,0,0,0,0,0
2024-12-13,125,0,0,0,0,0
2024-12-14,140,0,0,0,0,0
2024-12-15,155,0,0,0,0,0
2024-12-16,170,0,0,0,0,0
2024-07-01,57,0,0,0,0,0
2024-07-02,105,0,0,0,0,0
2024-07-03,106,0,0,0,0,0
2024-07-04,52,0,0,0,0,0
2024-07-05,50,0,0,0,0,0
2024-07-06,72,0,0,0,0,0
2024-07-07,59,0,0,0,0,0
2024-07-08,65,0,0,0,0,0
2024-07-09,70,0,0,0,0,0
2024-08-13,82,0,0,0,0,0
2024-08-14,72,0,0,0,0,0
2024-08-15,89,0,0,0,0,0
2024-08-16,111,0,0,0,0,0
2024-08-17,144,0,0,0,0,0
2024-08-18,153,0,0,0,0,0
2024-08-19,135,0,0,0,0,0
2024-08-20,84,0,0,0,0,0
2024-08-21,85,0,0,0,0,0
2024-08-22,68,0,0,0,0,0
2024-08-23,66,0,0,0,0,0
2024-08-24,54,0,0,0,0,0
2024-08-25,43,0,0,0,0,0
2024-08-26,70,0,0,0,0,0
2024-08-27,104,0,0,0,0,0
2024-08-28,118,0,0,0,0,0
2024-08-29,126,0,0,0,0,0
2024-08-30,62,0,0,0,0,0
2024-08-31,105,0,0,0,0,0
2024-09-01,107,0,0,0,0,0
2024-09-02,92,0,0,0,0,0
2024-09-03,64,0,0,0,0,0
2024-09-04,109,0,0,0,0,0
2024-09-05,117,0,0,0,0,0
2024-09-06,86,0,0,0,0,0
2024-09-07,60,0,0,0,0,0
2024-09-08,53,0,0,0,0,0
2024-09-09,63,0,0,0,0,0
2024-09-10,54,0,0,0,0,0
2024-09-11,52,0,0,0,0,0
2024-09-12,87,0,0,0,0,0
2024-09-13,101,0,0,0,0,0
2024-09-14,130,0,0,0,0,0
2024-09-15,161,0,0,0,0,0
2024-09-16,82,0,0,0,0,0
2024-04-01,159,0,0,0,0,0
2024-04-02,153,0,0,0,0,0
2024-04-03,154,0,0,0,0,0
2024-04-04,151,0,0,0,0,0
2024-04-05,131,0,0,0,0,0
2024-04-06,127,999,0,0,0,0
2024-04-07,132,999,0,0,0,0
2024-04-08,60,999,0,0,0,0
2024-04-09,128,999,0,0,0,0
2024-04-10,154,999,0,0,0,0
2024-04-11,154,999,0,0,0,0
2024-04-12,129,999,0,0,0,0
2024-04-13,128,999,0,0,0,0
2024-04-14,140,999,0,0,0,0
2024-04-15,142,999,0,0,0,0
2024-04-16,125,999,0,0,0,0
2024-04-17,140,999,0,0,0,0
2024-04-18,134,999,0,0,0,0
2024-04-19,140,999,0,0,0,0
2024-04-20,138,999,0,0,0,0
2024-04-21,141,999,0,0,0,0
2024-04-22,131,0,0,0,0,0
2024-04-23,122,0,0,0,0,0
2024-04-24,151,0,0,0,0,0
2024-04-25,152,0,0,0,0,0
2024-04-26,158,0,0,0,0,0
2024-04-27,158,0,0,0,0,0
2024-04-28,152,0,0,0,0,0
2024-04-29,143,0,0,0,0,0
2024-04-30,156,0,0,0,0,0
2024-05-01,116,0,0,0,0,0
2024-05-02,104,0,0,0,0,0
2024-05-03,97,0,0,0,0,0
2024-05-04,114,0,0,0,0,0
2024-05-05,104,0,0,0,0,0
2024-05-06,108,0,0,0,0,0
2024-05-07,147,0,0,0,0,0
2024-05-08,127,0,0,0,0,0
2024-05-09,91,0,0,0,0,0
2024-05-10,119,0,0,0,0,0
2024-05-11,105,0,0,0,0,0
2024-05-12,107,0,0,0,0,0
2024-05-13,90,0,0,0,0,0
2024-05-14,135,0,0,0,0,0
2024-05-15,104,0,0,0,0,0
2024-05-16,118,0,0,0,0,0
2024-05-17,116,0,0,0,0,0
2024-05-18,87,0,0,0,0,0
2024-05-19,92,0,0,0,0,0
2024-05-20,107,0,0,0,0,0
2024-05-21,132,0,0,0,0,0
2024-05-22,129,0,0,0,0,0
2024-05-23,143,0,0,0,0,0
2024-05-24,138,0,0,0,0,0
2024-05-25,70,0,0,0,0,0
2024-05-26,69,0,0,0,0,0
2024-05-27,72,0,0,0,0,0
2024-05-28,107,0,0,0,0,0
2024-05-29,95,0,0,0,0,0
2024-05-30,78,0,0,0,0,0
2024-05-31,76,0,0,0,0,0
2024-06-01,126,0,0,0,0,0
2024-06-02,129,0,0,0,0,0
2024-06-03,100,0,0,0,0,0
2024-06-04,107,0,0,0,0,0
2024-06-05,70,0,0,0,0,0
2024-06-06,79,0,0,0,0,0
2024-06-07,138,0,0,0,0,0
2024-06-08,82,0,0,0,0,0
2024-06-09,95,0,0,0,0,0
2024-06-10,102,0,0,0,0,0
2024-06-11,94,0,0,0,0,0
2024-06-12,106,0,0,0,0,0
2024-06-13,63,0,0,0,0,0
2024-06-14,72,0,0,0,0,0
2024-06-15,185,0,0,0,0,0
2024-06-16,122,0,0,0,0,0
2024-06-17,89,0,0,0,0,0
2024-06-18,102,0,0,0,0,0
2024-06-19,88,0,0,0,0,0
2024-06-20,101,0,0,0,0,0
2024-06-21,99,0,0,0,0,0
2024-06-22,77,0,0,0,0,0
2024-06-23,91,0,0,0,0,0
2024-06-24,59,0,0,0,0,0
2024-06-25,93,0,0,0,0,0
2024-06-26,72,0,0,0,0,0
2024-06-27,60,0,0,0,0,0
2024-06-28,60,0,0,0,0,0
2024-06-29,64,0,0,0,0,0
2024-06-30,58,0,0,0,0,0
2024-01-01,171,0,0,0,0,0
2024-01-02,154,0,0,0,0,0
2024-01-03,133,0,0,0,0,0
2024-01-04,161,0,0,0,0,0
2024-01-05,207,0,0,0,0,0
2024-01-06,191,0,0,0,0,0
2024-01-07,150,0,0,0,0,0
2024-01-08,152,0,0,0,0,0
2024-01-09,139,0,0,0,0,0
2024-01-10,135,0,0,0,0,0
2024-01-11,105,0,0,0,0,0
2024-01-12,96,0,0,0,0,0
2024-01-13,128,0,0,0,0,0
2024-01-14,160,0,0,0,0,0
2024-01-15,149,0,0,0,0,0
2024-01-16,145,0,0,0,0,0
2024-01-17,140,0,0,0,0,0
2024-01-18,110,0,0,0,0,0
2024-01-19,111,0,0,0,0,0
2024-01-20,119,0,0,0,0,0
2024-01-21,128,0,0,0,0,0
2024-01-22,57,0,0,0,0,0
2024-01-23,118,0,0,0,0,0
2024-01-24,138,0,0,0,0,0
2024-01-25,157,0,0,0,0,0
2024-01-26,169,0,0,0,0,0
2024-01-27,171,0,0,0,0,0
2024-01-28,155,0,0,0,0,0
2024-01-29,170,0,0,0,0,0
2024-01-30,192,0,0,0,0,0
2024-01-31,196,0,0,0,0,0
2024-02-01,204,0,0,0,0,0
2024-02-02,201,0,0,0,0,0
2024-02-03,134,0,0,0,0,0
2024-02-04,134,0,0,0,0,0
2024-02-05,115,0,0,0,0,0
2024-02-06,149,0,0,0,0,0
2024-02-07,150,0,0,0,0,0
2024-02-08,119,0,0,0,0,0
2024-02-09,136,0,0,0,0,0
2024-02-10,175,0,0,0,0,0
2024-02-11,145,0,0,0,0,0
2024-02-12,151,0,0,0,0,0
2024-02-13,139,0,0,0,0,0
2024-02-14,125,0,0,0,0,0
2024-02-15,139,0,0,0,0,0
2024-02-16,169,0,0,0,0,0
2024-02-17,147,0,0,0,0,0
2024-02-18,139,0,0,0,0,0
2024-02-19,131,0,0,0,0,0
2024-02-20,157,0,0,0,0,0
2024-02-21,145,0,0,0,0,0
2024-02-22,135,0,0,0,0,0
2024-02-23,158,0,0,0,0,0
2024-02-24,70,0,0,0,0,0
2024-02-25,69,0,0,0,0,0
2024-02-26,131,0,0,0,0,0
2024-02-27,82,0,0,0,0,0
2024-02-28,153,0,0,0,0,0
2024-02-29,82,0,0,0,0,0
2024-03-01,89,0,0,0,0,0
2024-03-02,151,0,0,0,0,0
2024-03-03,169,0,0,0,0,0
2024-03-04,190,0,0,0,0,0
2024-03-05,232,0,0,0,0,0
2024-03-06,209,0,0,0,0,0
2024-03-07,168,0,0,0,0,0
2024-03-08,195,0,0,0,0,0
2024-03-09,192,0,0,0,0,0
2024-03-10,133,0,0,0,0,0
2024-03-11,116,0,0,0,0,0
2024-03-12,178,0,0,0,0,0
2024-03-13,162,0,0,0,0,0
2024-03-14,134,0,0,0,0,0
2024-03-15,136,0,0,0,0,0
2024-03-16,145,0,0,0,0,0
2024-03-17,152,0,0,0,0,0
2024-03-18,138,0,0,0,0,0
2024-03-19,108,0,0,0,0,0
2024-03-20,118,0,0,0,0,0
2024-03-21,153,0,0,0,0,0
2024-03-22,161,0,0,0,0,0
2024-03-23,144,0,0,0,0,0
2024-03-24,141,0,0,0,0,0
2024-03-25,128,0,0,0,0,0
2024-03-26,122,0,0,0,0,0
2024-03-27,152,0,0,0,0,0
2024-03-28,156,0,0,0,0,0
2024-03-29,147,0,0,0,0,0
2024-03-30,156,0,0,0,0,0
2024-03-31,162,0,0,0,0,0
2023-10-01,118,48,0,0,0,0
2023-10-02,108,55,0,0,0,0
2023-10-03,125,52,0,0,0,0
2023-10-04,116,47,0,0,0,0
2023-10-05,106,47,0,0,0,0
2023-10-06,113,42,0,0,0,0
2023-10-07,102,26,0,0,0,0
2023-10-08,64,24,0,0,0,0
2023-10-09,61,22,0,0,0,0
2023-10-10,57,21,0,0,0,0
2023-10-11,56,31,0,0,0,0
2023-10-12,84,61,0,0,0,0
2023-10-13,140,54,0,0,0,0
2023-10-14,129,30,0,0,0,0
2023-10-15,72,55,0,0,0,0
2023-10-16,127,68,0,0,0,0
2023-10-17,142,79,0,0,0,0
2023-10-18,154,78,0,0,0,0
2023-10-19,150,34,0,0,0,0
2023-10-20,83,22,0,0,0,0
2023-10-21,50,34,0,0,0,0
2023-10-22,84,55,0,0,0,0
2023-10-23,128,78,0,0,0,0
2023-10-24,156,92,0,0,0,0
2023-10-25,181,52,0,0,0,0
2023-10-26,121,82,0,0,0,0
2023-10-27,167,0,0,0,0,0
2023-10-30,82,51,0,0,0,0
2023-10-31,121,71,0,0,0,0
2023-11-01,156,85,0,0,0,0
2023-11-02,176,70,0,0,0,0
2023-11-03,140,44,0,0,0,0
2023-11-04,96,40,0,0,0,0
2023-11-05,83,44,0,0,0,0
2023-11-06,100,29,0,0,0,0
2023-11-07,88,63,0,0,0,0
2023-11-08,156,0,0,0,0,0
2023-11-09,131,0,0,0,0,0
2023-11-10,129,0,0,0,0,0
2023-11-12,110,0,0,0,0,0
2023-11-13,53,0,0,0,0,0
2023-11-14,76,0,0,0,0,0
2023-11-15,146,0,0,0,0,0
2023-11-16,83,0,0,0,0,0
2023-11-17,109,0,0,0,0,0
2023-11-18,153,0,0,0,0,0
2023-11-19,159,0,0,0,0,0
2023-11-20,180,0,0,0,0,0
2023-11-21,198,0,0,0,0,0
2023-11-22,202,0,0,0,0,0
2023-11-23,183,0,0,0,0,0
2023-11-24,177,0,0,0,0,0
2023-11-25,174,0,0,0,0,0
2023-11-26,171,0,0,0,0,0
2023-11-27,186,0,0,0,0,0
2023-11-28,187,0,0,0,0,0
2023-11-29,222,0,0,0,0,0
2023-11-30,222,0,0,0,0,0
2023-12-01,120,0,0,0,0,0
2023-12-02,156,0,0,0,0,0
2023-12-03,145,0,0,0,0,0
2023-12-04,130,0,0,0,0,0
2023-12-05,145,0,0,0,0,0
2023-12-06,139,0,0,0,0,0
2023-12-07,155,0,0,0,0,0
2023-12-08,170,0,0,0,0,0
2023-12-09,175,0,0,0,0,0
2023-12-10,173,0,0,0,0,0
2023-12-11,151,0,0,0,0,0
2023-12-12,143,0,0,0,0,0
2023-12-13,152,0,0,0,0,0
2023-12-14,141,0,0,0,0,0
2023-12-15,136,0,0,0,0,0
2023-12-16,111,0,0,0,0,0
2023-12-17,108,0,0,0,0,0
2023-12-18,155,0,0,0,0,0
2023-12-19,77,0,0,0,0,0
2023-12-20,131,0,0,0,0,0
2023-12-21,144,0,0,0,0,0
2023-12-22,154,0,0,0,0,0
2023-12-23,181,0,0,0,0,0
2023-12-24,174,0,0,0,0,0
2023-12-25,164,0,0,0,0,0
2023-12-26,217,0,0,0,0,0
2023-12-27,257,0,0,0,0,0
2023-12-28,225,0,0,0,0,0
2023-12-29,239,0,0,0,0,0
2023-12-30,241,0,0,0,0,0
2023-12-31,161,0,0,0,0,0
2023-07-01,72,30,0,0,0,0
2023-07-02,68,33,0,0,0,0
2023-07-03,64,33,0,0,0,0
2023-07-04,73,33,0,0,0,0
2023-07-05,71,24,0,0,0,0
2023-07-06,47,28,0,0,0,0
2023-07-07,49,30,0,0,0,0
2023-07-08,56,20,0,0,0,0
2023-07-09,42,21,0,0,0,0
2023-07-10,50,28,0,0,0,0
2023-07-11,59,25,0,0,0,0
2023-07-12,47,29,0,0,0,0
2023-07-13,67,22,0,0,0,0
2023-07-14,51,40,0,0,0,0
2023-07-15,91,46,0,0,0,0
2023-07-16,84,56,0,0,0,0
2023-07-17,100,37,0,0,0,0
2023-07-18,82,40,0,0,0,0
2023-07-19,103,70,0,0,0,0
2023-07-20,153,62,0,0,0,0
2023-07-21,132,31,0,0,0,0
2023-07-22,70,23,0,0,0,0
2023-07-23,46,18,0,0,0,0
2023-07-24,42,17,0,0,0,0
2023-07-25,38,21,0,0,0,0
2023-07-26,51,36,0,0,0,0
2023-07-27,82,40,0,0,0,0
2023-07-28,92,48,0,0,0,0
2023-07-29,113,52,0,0,0,0
2023-07-30,114,35,0,0,0,0
2023-07-31,86,49,0,0,0,0
2023-08-01,117,70,0,0,0,0
2023-08-02,151,51,0,0,0,0
2023-08-03,117,41,0,0,0,0
2023-08-04,108,32,0,0,0,0
2023-08-05,79,32,0,0,0,0
2023-08-06,70,28,0,0,0,0
2023-08-07,60,29,0,0,0,0
2023-08-08,61,37,0,0,0,0
2023-08-09,88,60,0,0,0,0
2023-08-10,134,103,0,0,0,0
2023-08-11,198,58,0,0,0,0
2023-08-12,129,58,0,0,0,0
2023-08-13,132,19,0,0,0,0
2023-08-14,53,52,0,0,0,0
2023-08-15,127,57,0,0,0,0
2023-08-16,126,55,0,0,0,0
2023-08-17,118,41,0,0,0,0
2023-08-18,96,72,0,0,0,0
2023-08-19,159,48,0,0,0,0
2023-08-20,108,44,0,0,0,0
2023-08-21,100,42,0,0,0,0
2023-08-22,97,43,0,0,0,0
2023-08-23,99,33,0,0,0,0
2023-08-24,82,39,0,0,0,0
2023-08-25,99,47,0,0,0,0
2023-08-26,110,41,0,0,0,0
2023-08-27,94,20,0,0,0,0
2023-08-28,55,27,0,0,0,0
2023-08-29,66,20,0,0,0,0
2023-08-30,49,42,0,0,0,0
2023-08-31,96,0,0,0,0,0
2023-09-04,92,45,0,0,0,0
2023-09-05,101,59,0,0,0,0
2023-09-06,127,60,0,0,0,0
2023-09-07,134,38,0,0,0,0
2023-09-08,97,49,0,0,0,0
2023-09-09,117,61,0,0,0,0
2023-09-10,133,73,0,0,0,0
2023-09-11,157,106,0,0,0,0
2023-09-12,174,0,0,0,0,0
2023-09-13,92,21,0,0,0,0
2023-09-14,76,32,0,0,0,0
2023-09-15,81,48,0,0,0,0
2023-09-16,116,57,0,0,0,0
2023-09-17,128,40,0,0,0,0
2023-09-18,95,28,0,0,0,0
2023-09-19,68,24,0,0,0,0
2023-09-20,59,24,0,0,0,0
2023-09-21,59,23,0,0,0,0
2023-09-22,55,26,0,0,0,0
2023-09-23,62,34,0,0,0,0
2023-09-24,83,49,0,0,0,0
2023-09-25,115,48,0,0,0,0
2023-09-26,112,28,0,0,0,0
2023-09-27,72,32,0,0,0,0
2023-09-28,86,58,0,0,0,0
2023-09-29,138,68,0,0,0,0
2023-09-30,158,56,0,0,0,0
2023-04-01,184,72,0,0,0,0
2023-04-02,163,65,0,0,0,0
2023-04-03,145,87,0,0,0,0
2023-04-04,171,96,0,0,0,0
2023-04-05,177,89,0,0,0,0
2023-04-06,175,59,0,0,0,0
2023-04-07,125,60,0,0,0,0
2023-04-08,124,84,0,0,0,0
2023-04-09,172,105,0,0,0,0
2023-04-10,207,105,0,0,0,0
2023-04-11,202,92,0,0,0,0
2023-04-12,178,70,0,0,0,0
2023-04-13,159,83,0,0,0,0
2023-04-14,169,97,0,0,0,0
2023-04-15,178,86,0,0,0,0
2023-04-16,174,95,0,0,0,0
2023-04-17,183,93,0,0,0,0
2023-04-18,178,109,0,0,0,0
2023-04-19,190,101,0,0,0,0
2023-04-20,185,116,0,0,0,0
2023-04-21,205,99,0,0,0,0
2023-04-22,183,79,0,0,0,0
2023-04-23,164,69,0,0,0,0
2023-04-24,149,34,0,0,0,0
2023-04-25,83,44,0,0,0,0
2023-04-26,104,57,0,0,0,0
2023-04-27,127,59,0,0,0,0
2023-04-28,126,33,0,0,0,0
2023-04-29,80,39,0,0,0,0
2023-04-30,67,59,0,0,0,0
2023-05-01,99,51,0,0,0,0
2023-05-02,92,49,0,0,0,0
2023-05-03,106,60,0,0,0,0
2023-05-04,129,70,0,0,0,0
2023-05-05,143,67,0,0,0,0
2023-05-06,141,69,0,0,0,0
2023-05-07,144,33,0,0,0,0
2023-05-08,85,56,0,0,0,0
2023-05-09,130,61,0,0,0,0
2023-05-10,126,36,0,0,0,0
2023-05-11,82,18,0,0,0,0
2023-05-12,42,18,0,0,0,0
2023-05-13,48,31,0,0,0,0
2023-05-14,82,43,0,0,0,0
2023-05-15,105,60,0,0,0,0
2023-05-16,138,66,0,0,0,0
2023-05-17,129,66,0,0,0,0
2023-05-18,130,75,0,0,0,0
2023-05-19,158,82,0,0,0,0
2023-05-20,164,72,0,0,0,0
2023-05-21,153,72,0,0,0,0
2023-05-22,151,73,0,0,0,0
2023-05-23,159,75,0,0,0,0
2023-05-24,161,41,0,0,0,0
2023-05-25,95,35,0,0,0,0
2023-05-26,84,33,0,0,0,0
2023-05-27,76,28,0,0,0,0
2023-05-28,68,41,0,0,0,0
2023-05-29,90,47,0,0,0,0
2023-05-30,102,52,0,0,0,0
2023-05-31,118,52,0,0,0,0
2023-06-01,119,58,0,0,0,0
2023-06-02,126,34,0,0,0,0
2023-06-03,77,39,0,0,0,0
2023-06-04,94,51,0,0,0,0
2023-06-05,122,55,0,0,0,0
2023-06-06,127,57,0,0,0,0
2023-06-07,123,79,0,0,0,0
2023-06-08,165,26,0,0,0,0
2023-06-09,68,53,0,0,0,0
2023-06-10,112,71,0,0,0,0
2023-06-11,152,68,0,0,0,0
2023-06-12,154,42,0,0,0,0
2023-06-13,108,42,0,0,0,0
2023-06-14,108,28,0,0,0,0
2023-06-15,72,34,0,0,0,0
2023-06-16,75,32,0,0,0,0
2023-06-17,63,23,0,0,0,0
2023-06-18,57,52,0,0,0,0
2023-06-19,117,36,0,0,0,0
2023-06-20,79,36,0,0,0,0
2023-06-21,87,52,0,0,0,0
2023-06-22,109,21,0,0,0,0
2023-06-23,55,39,0,0,0,0
2023-06-24,96,15,0,0,0,0
2023-06-25,45,44,0,0,0,0
2023-06-26,106,40,0,0,0,0
2023-06-27,88,20,0,0,0,0
2023-06-28,48,25,0,0,0,0
2023-06-29,57,35,0,0,0,0
2023-06-30,71,37,0,0,0,0
2023-01-02,164,55,0,0,0,0
2023-01-03,146,83,0,0,0,0
2023-01-04,181,75,0,0,0,0
2023-01-05,173,47,0,0,0,0
2023-01-06,130,60,0,0,0,0
2023-01-07,151,87,0,0,0,0
2023-01-08,181,93,0,0,0,0
2023-01-09,183,80,0,0,0,0
2023-01-10,187,70,0,0,0,0
2023-01-11,167,62,0,0,0,0
2023-01-12,159,67,0,0,0,0
2023-01-13,154,77,0,0,0,0
2023-01-14,159,58,0,0,0,0
2023-01-15,122,23,0,0,0,0
2023-01-16,62,42,0,0,0,0
2023-01-17,98,53,0,0,0,0
2023-01-18,117,77,0,0,0,0
2023-01-19,162,107,0,0,0,0
2023-01-20,199,109,0,0,0,0
2023-01-21,203,133,0,0,0,0
2023-01-22,239,104,0,0,0,0
2023-01-23,207,37,0,0,0,0
2023-01-24,97,63,0,0,0,0
2023-01-25,145,87,0,0,0,0
2023-01-26,173,68,0,0,0,0
2023-01-27,152,57,0,0,0,0
2023-01-28,120,70,0,0,0,0
2023-01-29,145,97,0,0,0,0
2023-01-30,180,76,0,0,0,0
2023-01-31,153,77,0,0,0,0
2023-02-01,162,120,0,0,0,0
2023-02-02,215,59,0,0,0,0
2023-02-03,137,60,0,0,0,0
2023-02-04,146,40,0,0,0,0
2023-02-05,101,60,0,0,0,0
2023-02-06,137,56,0,0,0,0
2023-02-07,135,38,0,0,0,0
2023-02-08,100,54,0,0,0,0
2023-02-09,123,60,0,0,0,0
2023-02-10,138,68,0,0,0,0
2023-02-11,161,73,0,0,0,0
2023-02-12,160,69,0,0,0,0
2023-02-13,152,46,0,0,0,0
2023-02-14,111,43,0,0,0,0
2023-02-15,106,68,0,0,0,0
2023-02-16,159,111,0,0,0,0
2023-02-17,200,75,0,0,0,0
2023-02-18,165,105,0,0,0,0
2023-02-19,201,59,0,0,0,0
2023-02-20,137,84,0,0,0,0
2023-02-21,172,60,0,0,0,0
2023-02-22,129,57,0,0,0,0
2023-02-23,119,56,0,0,0,0
2023-02-24,123,35,0,0,0,0
2023-02-25,88,63,0,0,0,0
2023-02-26,141,62,0,0,0,0
2023-02-27,153,0,0,0,0,0
2023-03-01,202,135,0,0,0,0
2023-03-02,241,105,0,0,0,0
2023-03-03,196,67,0,0,0,0
2023-03-04,149,98,0,0,0,0
2023-03-05,186,97,0,0,0,0
2023-03-06,182,62,0,0,0,0
2023-03-07,139,70,0,0,0,0
2023-03-08,151,113,0,0,0,0
2023-03-09,206,120,0,0,0,0
2023-03-10,219,84,0,0,0,0
