Date,pm25,pm10,o3,no2,so2,co
2023-03-11,171,88,0,0,0,0
2023-03-12,170,59,0,0,0,0
2023-03-13,88,90,0,0,0,0
2023-03-14,156,101,0,0,0,0
2023-03-15,176,54,0,0,0,0
2023-03-16,119,60,0,0,0,0
2023-03-17,136,61,0,0,0,0
2023-03-18,140,56,0,0,0,0
2023-03-19,123,68,0,0,0,0
2023-03-20,149,97,0,0,0,0
2023-03-21,190,125,0,0,0,0
2023-03-22,217,97,0,0,0,0
2023-03-23,175,98,0,0,0,0
2023-03-24,176,80,0,0,0,0
2023-03-25,164,34,0,0,0,0
2023-03-26,84,21,0,0,0,0
2023-03-27,53,33,0,0,0,0
2023-03-28,80,35,0,0,0,0
2023-03-29,89,49,0,0,0,0
2023-03-30,116,113,0,0,0,0
2023-03-31,202,93,0,0,0,0
2022-10-01,82,18,0,0,0,0
2022-10-02,53,37,0,0,0,0
2022-10-03,103,46,0,0,0,0
2022-10-04,120,41,0,0,0,0
2022-10-05,108,55,0,0,0,0
2022-10-06,141,49,0,0,0,0
2022-10-07,127,46,0,0,0,0
2022-10-08,125,39,0,0,0,0
2022-10-09,107,18,0,0,0,0
2022-10-10,50,40,0,0,0,0
2022-10-11,104,45,0,0,0,0
2022-10-12,111,49,0,0,0,0
2022-10-13,117,54,0,0,0,0
2022-10-14,129,47,0,0,0,0
2022-10-15,117,58,0,0,0,0
2022-10-16,136,39,0,0,0,0
2022-10-17,103,50,0,0,0,0
2022-10-18,122,54,0,0,0,0
2022-10-19,138,14,0,0,0,0
2022-10-20,49,22,0,0,0,0
2022-10-21,72,34,0,0,0,0
2022-10-22,95,47,0,0,0,0
2022-10-23,118,64,0,0,0,0
2022-10-24,155,39,0,0,0,0
2022-10-25,104,74,0,0,0,0
2022-10-26,162,29,0,0,0,0
2022-10-27,67,30,0,0,0,0
2022-10-28,72,63,0,0,0,0
2022-10-29,145,65,0,0,0,0
2022-10-30,144,23,0,0,0,0
2022-10-31,64,29,0,0,0,0
2022-11-01,72,36,0,0,0,0
2022-11-02,86,58,0,0,0,0
2022-11-03,133,48,0,0,0,0
2022-11-04,116,44,0,0,0,0
2022-11-05,106,59,0,0,0,0
2022-11-06,143,60,0,0,0,0
2022-11-07,144,69,0,0,0,0
2022-11-08,159,57,0,0,0,0
2022-11-09,135,55,0,0,0,0
2022-11-10,133,50,0,0,0,0
2022-11-11,117,37,0,0,0,0
2022-11-12,92,47,0,0,0,0
2022-11-13,120,50,0,0,0,0
2022-11-14,119,39,0,0,0,0
2022-11-15,97,33,0,0,0,0
2022-11-16,83,25,0,0,0,0
2022-11-17,61,27,0,0,0,0
2022-11-18,66,26,0,0,0,0
2022-11-19,65,27,0,0,0,0
2022-11-20,75,0,0,0,0,0
2022-11-22,130,36,0,0,0,0
2022-11-23,99,17,0,0,0,0
2022-11-24,57,26,0,0,0,0
2022-11-25,76,30,0,0,0,0
2022-11-26,85,22,0,0,0,0
2022-11-27,55,17,0,0,0,0
2022-11-28,48,21,0,0,0,0
2022-11-29,59,11,0,0,0,0
2022-11-30,32,2,0,0,0,0
2022-12-01,7,8,0,0,0,0
2022-12-02,26,20,0,0,0,0
2022-12-03,58,16,0,0,0,0
2022-12-04,50,11,0,0,0,0
2022-12-05,33,22,0,0,0,0
2022-12-06,65,43,0,0,0,0
2022-12-07,111,22,0,0,0,0
2022-12-08,68,28,0,0,0,0
2022-12-09,82,26,0,0,0,0
2022-12-10,78,33,0,0,0,0
2022-12-11,89,35,0,0,0,0
2022-12-12,95,48,0,0,0,0
2022-12-13,122,45,0,0,0,0
2022-12-14,114,54,0,0,0,0
2022-12-15,131,69,0,0,0,0
2022-12-16,156,34,0,0,0,0
2022-12-17,84,27,0,0,0,0
2022-12-18,67,43,0,0,0,0
2022-12-19,108,55,0,0,0,0
2022-12-20,131,85,0,0,0,0
2022-12-21,169,92,0,0,0,0
2022-12-22,178,49,0,0,0,0
2022-12-23,109,57,0,0,0,0
2022-12-24,135,61,0,0,0,0
2022-12-25,128,82,0,0,0,0
2022-12-26,174,68,0,0,0,0
2022-12-27,139,35,0,0,0,0
2022-12-28,92,22,0,0,0,0
2022-12-29,69,37,0,0,0,0
2022-12-30,104,50,0,0,0,0
2022-12-31,137,66,0,0,0,0
2023-01-01,160,68,0,0,0,0
2022-07-01,79,14,0,0,0,0
2022-07-02,48,14,0,0,0,0
2022-07-03,52,37,0,0,0,0
2022-07-04,108,26,0,0,0,0
2022-07-05,80,43,0,0,0,0
2022-07-06,126,13,0,0,0,0
2022-07-07,46,25,0,0,0,0
2022-07-08,82,28,0,0,0,0
2022-07-09,93,24,0,0,0,0
2022-07-10,78,18,0,0,0,0
2022-07-11,62,19,0,0,0,0
2022-07-12,58,15,0,0,0,0
2022-07-13,51,21,0,0,0,0
2022-07-14,64,12,0,0,0,0
2022-07-15,48,11,0,0,0,0
2022-07-16,39,19,0,0,0,0
2022-07-17,64,18,0,0,0,0
2022-07-18,59,18,0,0,0,0
2022-07-19,60,13,0,0,0,0
2022-07-20,41,22,0,0,0,0
2022-07-21,71,21,0,0,0,0
2022-07-22,69,27,0,0,0,0
2022-07-23,90,11,0,0,0,0
2022-07-24,38,14,0,0,0,0
2022-07-25,49,14,0,0,0,0
2022-07-26,49,16,0,0,0,0
2022-07-27,61,43,0,0,0,0
2022-07-28,107,56,0,0,0,0
2022-07-29,141,50,0,0,0,0
2022-07-30,126,32,0,0,0,0
2022-07-31,85,41,0,0,0,0
2022-08-01,104,40,0,0,0,0
2022-08-02,103,33,0,0,0,0
2022-08-03,89,35,0,0,0,0
2022-08-04,93,49,0,0,0,0
2022-08-05,123,34,0,0,0,0
2022-08-06,93,39,0,0,0,0
2022-08-07,104,50,0,0,0,0
2022-08-08,119,35,0,0,0,0
2022-08-09,90,38,0,0,0,0
2022-08-10,96,16,0,0,0,0
2022-08-11,52,37,0,0,0,0
2022-08-12,98,69,0,0,0,0
2022-08-13,163,46,0,0,0,0
2022-08-14,111,34,0,0,0,0
2022-08-15,88,39,0,0,0,0
2022-08-16,95,37,0,0,0,0
2022-08-17,95,57,0,0,0,0
2022-08-18,140,60,0,0,0,0
2022-08-19,144,45,0,0,0,0
2022-08-20,117,28,0,0,0,0
2022-08-21,77,29,0,0,0,0
2022-08-22,74,47,0,0,0,0
2022-08-23,114,60,0,0,0,0
2022-08-24,149,47,0,0,0,0
2022-08-25,109,13,0,0,0,0
2022-08-26,37,17,0,0,0,0
2022-08-27,49,23,0,0,0,0
2022-08-28,63,25,0,0,0,0
2022-08-29,67,26,0,0,0,0
2022-08-30,69,39,0,0,0,0
2022-08-31,99,46,0,0,0,0
2022-09-01,120,44,0,0,0,0
2022-09-02,119,61,0,0,0,0
2022-09-03,159,42,0,0,0,0
2022-09-04,114,27,0,0,0,0
2022-09-05,72,39,0,0,0,0
2022-09-06,102,66,0,0,0,0
2022-09-07,156,38,0,0,0,0
2022-09-08,106,37,0,0,0,0
2022-09-09,103,54,0,0,0,0
2022-09-10,147,47,0,0,0,0
2022-09-11,124,44,0,0,0,0
2022-09-12,112,74,0,0,0,0
2022-09-13,165,79,0,0,0,0
2022-09-14,172,59,0,0,0,0
2022-09-15,145,48,0,0,0,0
2022-09-16,123,36,0,0,0,0
2022-09-17,97,80,0,0,0,0
2022-09-18,179,57,0,0,0,0
2022-09-19,136,62,0,0,0,0
2022-09-20,148,59,0,0,0,0
2022-09-21,153,48,0,0,0,0
2022-09-22,118,48,0,0,0,0
2022-09-23,123,50,0,0,0,0
2022-09-24,136,51,0,0,0,0
2022-09-25,138,65,0,0,0,0
2022-09-26,161,80,0,0,0,0
2022-09-27,179,80,0,0,0,0
2022-09-28,181,53,0,0,0,0
2022-09-29,140,27,0,0,0,0
2022-09-30,83,27,0,0,0,0
2022-04-01,11,7,0,0,0,0
2022-04-02,22,24,0,0,0,0
2022-04-03,62,33,0,0,0,0
2022-04-04,83,39,0,0,0,0
2022-04-05,90,54,0,0,0,0
2022-04-06,127,57,0,0,0,0
2022-04-07,128,59,0,0,0,0
2022-04-08,140,44,0,0,0,0
2022-04-09,108,41,0,0,0,0
2022-04-10,104,50,0,0,0,0
2022-04-11,125,46,0,0,0,0
2022-04-12,115,53,0,0,0,0
2022-04-13,130,54,0,0,0,0
2022-04-14,131,53,0,0,0,0
2022-04-15,138,29,0,0,0,0
2022-04-16,80,5,0,0,0,0
2022-04-17,18,9,0,0,0,0
2022-04-18,30,22,0,0,0,0
2022-04-19,64,45,0,0,0,0
2022-04-20,115,58,0,0,0,0
2022-04-21,150,48,0,0,0,0
2022-04-22,123,41,0,0,0,0
2022-04-23,105,42,0,0,0,0
2022-04-24,108,43,0,0,0,0
2022-04-25,104,43,0,0,0,0
2022-04-26,97,29,0,0,0,0
2022-04-27,73,30,0,0,0,0
2022-04-28,76,35,0,0,0,0
2022-04-29,96,31,0,0,0,0
2022-04-30,100,11,0,0,0,0
2022-05-01,38,16,0,0,0,0
2022-05-02,58,26,0,0,0,0
2022-05-03,84,35,0,0,0,0
2022-05-04,104,42,0,0,0,0
2022-05-05,127,48,0,0,0,0
2022-05-06,139,26,0,0,0,0
2022-05-07,87,19,0,0,0,0
2022-05-08,70,22,0,0,0,0
2022-05-09,74,25,0,0,0,0
2022-05-10,83,41,0,0,0,0
2022-05-11,126,26,0,0,0,0
2022-05-12,84,39,0,0,0,0
2022-05-13,120,35,0,0,0,0
2022-05-14,96,29,0,0,0,0
2022-05-15,83,9,0,0,0,0
2022-05-16,28,21,0,0,0,0
2022-05-17,66,19,0,0,0,0
2022-05-18,63,27,0,0,0,0
2022-05-19,76,26,0,0,0,0
2022-05-20,79,27,0,0,0,0
2022-05-21,84,28,0,0,0,0
2022-05-22,88,11,0,0,0,0
2022-05-23,44,7,0,0,0,0
2022-05-24,28,31,0,0,0,0
2022-05-25,86,39,0,0,0,0
2022-05-26,106,22,0,0,0,0
2022-05-27,61,25,0,0,0,0
2022-05-28,66,22,0,0,0,0
2022-05-29,61,32,0,0,0,0
2022-05-30,82,16,0,0,0,0
2022-05-31,61,21,0,0,0,0
2022-06-01,61,35,0,0,0,0
2022-06-02,74,0,0,0,0,0
2022-06-03,63,0,0,0,0,0
2022-06-04,67,0,0,0,0,0
2022-06-05,79,11,0,0,0,0
2022-06-06,39,11,0,0,0,0
2022-06-07,36,30,0,0,0,0
2022-06-08,82,38,0,0,0,0
2022-06-09,104,30,0,0,0,0
2022-06-10,84,46,0,0,0,0
2022-06-11,136,43,0,0,0,0
2022-06-12,123,23,0,0,0,0
2022-06-13,73,13,0,0,0,0
2022-06-14,52,18,0,0,0,0
2022-06-15,65,17,0,0,0,0
2022-06-16,58,12,0,0,0,0
2022-06-17,40,12,0,0,0,0
2022-06-18,38,9,0,0,0,0
2022-06-19,31,14,0,0,0,0
2022-06-20,44,21,0,0,0,0
2022-06-21,65,21,0,0,0,0
2022-06-22,68,27,0,0,0,0
2022-06-23,84,23,0,0,0,0
2022-06-24,68,11,0,0,0,0
2022-06-25,38,17,0,0,0,0
2022-06-26,62,14,0,0,0,0
2022-06-27,46,23,0,0,0,0
2022-06-28,72,32,0,0,0,0
2022-06-29,101,29,0,0,0,0
2022-06-30,89,25,0,0,0,0
2022-01-03,202,0,0,0,0,0
2022-01-05,178,0,0,0,0,0
2022-01-07,170,0,0,0,0,0
2022-01-09,82,0,0,0,0,0
2022-01-11,104,0,0,0,0,0
2022-01-13,163,0,0,0,0,0
2022-01-15,221,111,0,0,0,0
2022-01-16,200,0,0,0,0,0
2022-01-18,82,0,0,0,0,0
2022-01-20,100,0,0,0,0,0
2022-01-22,163,105,0,0,0,0
2022-01-23,191,81,0,0,0,0
2022-01-24,173,0,0,0,0,0
2022-01-26,167,0,0,0,0,0
2022-01-29,39,0,0,0,0,0
2022-01-31,55,0,0,0,0,0
2022-02-02,20,7,0,0,0,0
2022-02-03,22,38,0,0,0,0
2022-02-04,105,43,0,0,0,0
2022-02-05,118,50,0,0,0,0
2022-02-06,140,67,0,0,0,0
2022-02-07,164,32,0,0,0,0
2022-02-08,83,13,0,0,0,0
2022-02-09,40,39,0,0,0,0
2022-02-10,105,68,0,0,0,0
2022-02-11,162,26,0,0,0,0
2022-02-12,76,10,0,0,0,0
2022-02-13,35,33,0,0,0,0
2022-02-14,93,59,0,0,0,0
2022-02-15,146,56,0,0,0,0
2022-02-16,139,81,0,0,0,0
2022-02-17,175,61,0,0,0,0
2022-02-18,151,5,0,0,0,0
2022-02-19,17,10,0,0,0,0
2022-02-20,38,11,0,0,0,0
2022-02-21,41,16,0,0,0,0
2022-02-22,53,30,0,0,0,0
2022-02-23,85,40,0,0,0,0
2022-02-24,105,67,0,0,0,0
2022-02-25,160,86,0,0,0,0
2022-02-26,181,121,0,0,0,0
2022-02-27,226,113,0,0,0,0
2022-02-28,216,89,0,0,0,0
2022-03-01,180,75,0,0,0,0
2022-03-02,164,68,0,0,0,0
2022-03-03,148,53,0,0,0,0
2022-03-04,142,49,0,0,0,0
2022-03-05,132,47,0,0,0,0
2022-03-06,127,38,0,0,0,0
2022-03-07,102,51,0,0,0,0
2022-03-08,110,39,0,0,0,0
2022-03-09,90,41,0,0,0,0
2022-03-10,95,31,0,0,0,0
2022-03-11,68,39,0,0,0,0
2022-03-12,85,38,0,0,0,0
2022-03-13,92,43,0,0,0,0
2022-03-14,106,75,0,0,0,0
2022-03-15,164,51,0,0,0,0
2022-03-16,127,60,0,0,0,0
2022-03-17,147,66,0,0,0,0
2022-03-18,157,0,0,0,0,0
2022-03-22,160,21,0,0,0,0
2022-03-23,55,50,0,0,0,0
2022-03-24,130,69,0,0,0,0
2022-03-25,159,88,0,0,0,0
2022-03-26,176,32,0,0,0,0
2022-03-27,85,22,0,0,0,0
2022-03-28,65,68,0,0,0,0
2022-03-29,158,73,0,0,0,0
2022-03-30,162,55,0,0,0,0
2022-03-31,133,4,0,0,0,0
2021-12-07,181,0,0,0,0,0
2021-12-09,200,0,0,0,0,0
2021-12-11,171,0,0,0,0,0
2021-12-13,65,0,0,0,0,0
2021-12-15,313,0,0,0,0,0
2021-12-17,157,0,0,0,0,0
2021-12-19,144,0,0,0,0,0
2021-12-21,166,0,0,0,0,0
2021-12-23,178,0,0,0,0,0
2021-12-25,184,0,0,0,0,0
2021-12-27,50,22,0,0,0,0
2021-12-28,67,0,0,0,0,0
2021-12-30,101,0,0,0,0,0
2022-01-01,156,0,0,0,0,0
2023-10-29,0,58,0,0,0,0
2023-02-28,0,115,0,0,0,0
2022-11-21,0,50,0,0,0,0
2022-01-02,0,114,0,0,0,0
2022-01-04,0,86,0,0,0,0
2022-01-06,0,78,0,0,0,0
2022-01-08,0,31,0,0,0,0
2022-01-10,0,43,0,0,0,0
2022-01-12,0,69,0,0,0,0
2022-01-14,0,122,0,0,0,0
2022-01-17,0,28,0,0,0,0
2022-01-19,0,39,0,0,0,0
2022-01-21,0,67,0,0,0,0
2022-01-25,0,75,0,0,0,0
2022-01-28,0,11,0,0,0,0
2022-01-30,0,16,0,0,0,0
2022-02-01,0,6,0,0,0,0
2022-03-21,0,66,0,0,0,0
2021-12-06,0,89,0,0,0,0
2021-12-08,0,110,0,0,0,0
2021-12-10,0,80,0,0,0,0
2021-12-12,0,21,0,0,0,0
2021-12-14,0,173,0,0,0,0
2021-12-16,0,61,0,0,0,0
2021-12-18,0,56,0,0,0,0
2021-12-20,0,72,0,0,0,0
2021-12-22,0,83,0,0,0,0
2021-12-24,0,91,0,0,0,0
2021-12-26,0,13,0,0,0,0
2021-12-29,0,39,0,0,0,0
2021-12-31,0,61,0,0,0,0
2019-05-04,0,0,5,7,0,0
2019-05-05,0,0,4,0,0,0
2017-07-01,0,0,21,11,14,0
2017-07-02,0,0,23,11,14,0
2017-07-03,0,0,23,10,14,0
2017-07-04,0,0,25,8,14,0
2017-07-05,0,0,26,8,14,0
2017-07-06,0,0,26,10,14,0
2017-07-07,0,0,25,9,14,0
2017-07-08,0,0,24,9,14,0
2017-07-09,0,0,28,9,14,0
2017-07-10,0,0,24,8,13,0
2017-07-11,0,0,23,9,13,0
2017-07-12,0,0,22,8,14,0
2017-07-13,0,0,22,9,14,0
2017-07-14,0,0,22,9,14,0
2017-07-15,0,0,22,8,13,0
2017-07-16,0,0,22,8,13,0
2017-07-17,0,0,22,9,13,0
2017-07-18,0,0,21,9,13,0
2017-07-19,0,0,21,8,13,0
2017-07-20,0,0,22,8,13,0
2017-07-21,0,0,22,9,14,0
2017-07-22,0,0,23,10,14,0
2017-07-23,0,0,19,13,15,0
2017-07-24,0,0,20,8,13,0
2017-07-25,0,0,15,0,0,0
2017-08-07,0,0,13,13,15,0
2017-08-08,0,0,18,7,14,0
2017-08-09,0,0,15,0,0,0
2017-08-11,0,0,14,9,14,0
2017-08-12,0,0,17,11,15,0
2017-08-13,0,0,19,11,15,0
2017-08-14,0,0,18,8,14,0
2017-08-15,0,0,20,9,14,0
2017-08-16,0,0,20,8,14,0
2017-08-17,0,0,19,8,14,0
2017-08-18,0,0,14,13,15,0
2017-08-19,0,0,16,0,0,0
2017-08-22,0,0,17,2,16,0
2017-08-23,0,0,18,3,15,0
2017-08-24,0,0,122,1,13,0
2017-08-25,0,0,6,0,14,0
2017-05-01,0,0,11,15,12,0
2017-05-02,0,0,9,17,12,0
2017-05-03,0,0,9,22,13,0
2017-05-04,0,0,14,26,13,0
2017-05-05,0,0,10,24,13,0
2017-05-06,0,0,13,21,13,0
2017-05-07,0,0,11,17,12,0
2017-05-08,0,0,10,21,13,0
2017-05-09,0,0,11,19,12,0
2017-05-10,0,0,11,14,12,0
2017-05-11,0,0,9,17,12,0
2017-05-12,0,0,16,25,12,0
2017-05-13,0,0,11,16,12,0
2017-05-14,0,0,9,16,12,0
2017-05-15,0,0,12,16,12,0
2017-05-16,0,0,11,0,0,0
2017-05-18,0,0,13,13,12,0
2017-05-19,0,0,13,18,12,0
2017-05-20,0,0,11,18,13,0
2017-05-21,0,0,17,15,12,0
2017-05-22,0,0,11,17,12,0
2017-05-23,0,0,11,18,11,0
2017-05-24,0,0,14,17,11,0
2017-05-25,0,0,13,22,11,0
2017-05-26,0,0,12,24,12,0
2017-05-27,0,0,15,27,12,0
2017-05-28,0,0,16,28,13,0
2017-05-29,0,0,17,0,0,0
2017-05-31,0,0,13,14,14,0
2017-06-01,0,0,16,15,16,0
2017-06-02,0,0,16,14,17,0
2017-06-03,0,0,15,14,17,0
2017-06-04,0,0,17,15,17,0
2017-06-05,0,0,17,13,14,0
2017-06-06,0,0,14,14,12,0
2017-06-07,0,0,13,12,13,0
2017-06-08,0,0,14,11,13,0
2017-06-09,0,0,14,11,13,0
2017-06-10,0,0,14,0,0,0
2017-06-12,0,0,14,14,13,0
2017-06-13,0,0,15,10,14,0
2017-06-14,0,0,16,12,14,0
2017-06-15,0,0,16,13,14,0
2017-06-16,0,0,14,11,13,0
2017-06-17,0,0,14,11,13,0
2017-06-18,0,0,15,11,13,0
2017-06-19,0,0,12,0,0,0
2017-06-21,0,0,14,14,14,0
2017-06-22,0,0,13,11,14,0
2017-06-23,0,0,17,9,14,0
2017-06-24,0,0,17,11,14,0
2017-06-25,0,0,16,10,14,0
2017-06-26,0,0,17,9,15,0
2017-06-27,0,0,18,8,14,0
2017-06-28,0,0,19,9,13,0
2017-06-29,0,0,19,10,14,0
2017-06-30,0,0,21,11,14,0
2016-10-05,0,0,7,11,14,44
2016-10-06,0,0,5,11,14,35
2016-10-07,0,0,6,0,0,0
2016-10-11,0,0,4,12,14,29
2016-10-12,0,0,5,7,12,44
2016-10-13,0,0,1,4,13,22
2016-10-14,0,0,1,0,0,0
2016-10-18,0,0,2,42,14,32
2016-10-19,0,0,1,72,16,59
2016-10-20,0,0,2,0,0,0
2016-10-23,0,0,4,0,0,0
2016-10-25,0,0,3,31,13,41
2016-10-26,0,0,11,31,13,37
2016-10-27,0,0,3,45,14,47
2016-10-28,0,0,6,45,14,37
2016-10-29,0,0,4,34,14,21
2016-10-30,0,0,2,33,13,28
2016-10-31,0,0,1,31,14,24
2016-11-01,0,0,1,33,17,28
2016-11-02,0,0,1,52,15,47
2016-11-03,0,0,2,46,15,36
2016-11-04,0,0,1,63,14,50
2016-11-05,0,0,2,57,15,54
2016-11-06,0,0,2,48,15,65
2016-11-07,0,0,2,17,10,33
2016-11-08,0,0,16,5,9,19
2016-11-09,0,0,17,6,9,22
2016-11-10,0,0,19,14,10,35
2016-11-11,0,0,28,13,13,58
2016-11-12,0,0,45,9,10,42
2016-11-13,0,0,44,5,9,40
2016-11-14,0,0,20,6,10,47
2016-11-15,0,0,23,6,10,54
2016-11-16,0,0,25,10,15,54
2016-11-17,0,0,29,8,12,57
2016-11-18,0,0,33,13,13,49
2016-11-19,0,0,53,10,12,37
2016-11-20,0,0,41,13,12,59
2016-11-21,0,0,44,7,12,57
2016-11-22,0,0,36,8,13,46
2016-11-23,0,0,33,5,12,24
2016-11-24,0,0,23,8,13,29
2016-11-25,0,0,23,6,12,20
2016-11-26,0,0,16,14,14,27
2016-11-27,0,0,35,19,21,38
2016-11-28,0,0,41,17,17,44
2016-11-29,0,0,21,13,15,25
2016-11-30,0,0,30,13,14,32
2016-12-01,0,0,35,0,0,0
2016-12-04,0,0,40,13,22,56
2016-12-05,0,0,67,10,18,35
2016-12-06,0,0,30,15,23,54
2016-12-07,0,0,48,15,19,77
2016-12-08,0,0,43,25,26,59
2016-12-09,0,0,79,24,28,58
2016-12-10,0,0,42,20,19,46
2016-12-11,0,0,57,10,12,44
2016-12-12,0,0,31,8,15,50
2016-12-13,0,0,30,7,14,31
2016-12-14,0,0,18,7,10,25
2016-12-15,0,0,14,10,15,39
2016-12-16,0,0,22,16,22,52
2016-12-17,0,0,25,15,28,56
2016-12-18,0,0,34,5,20,76
2016-12-19,0,0,49,2,11,44
2016-12-20,0,0,18,3,14,52
2016-12-21,0,0,19,4,14,31
2016-12-22,0,0,15,11,18,50
2016-12-23,0,0,27,6,15,53
2016-12-24,0,0,19,3,12,38
2016-12-25,0,0,15,4,13,48
2016-12-26,0,0,14,8,12,25
2016-12-27,0,0,11,12,16,50
2016-12-28,0,0,25,13,24,53
2016-12-29,0,0,28,15,22,61
2016-12-30,0,0,29,17,23,58
2016-12-31,0,0,38,0,0,0
2016-07-01,0,0,8,3,13,17
2016-07-02,0,0,8,0,0,0
2016-07-07,0,0,8,2,13,24
2016-07-08,0,0,8,0,0,0
2016-07-13,0,0,8,9,13,29
2016-07-14,0,0,9,11,13,20
2016-07-15,0,0,9,6,13,14
2016-07-16,0,0,8,0,0,0
2016-07-26,0,0,8,15,13,10
2016-07-27,0,0,8,0,0,0
2016-08-08,0,0,9,13,14,16
2016-08-09,0,0,9,8,14,15
2016-08-10,0,0,9,10,13,18
2016-08-11,0,0,9,9,12,14
2016-08-12,0,0,9,7,12,13
2016-08-13,0,0,9,9,12,18
2016-08-14,0,0,9,8,12,11
2016-08-15,0,0,10,0,0,0
2016-08-17,0,0,9,8,12,16
2016-08-18,0,0,10,0,0,0
2016-08-20,0,0,9,0,0,0
2016-08-22,0,0,9,9,13,21
2016-08-23,0,0,9,9,13,17
2016-08-24,0,0,9,9,13,17
2016-08-25,0,0,9,10,13,16
2016-08-26,0,0,9,8,13,11
2016-08-27,0,0,9,7,13,14
2016-08-28,0,0,9,12,13,22
2016-08-29,0,0,9,18,13,26
2016-08-30,0,0,10,15,13,24
2016-08-31,0,0,10,11,13,19
2016-09-01,0,0,9,7,13,10
2016-09-02,0,0,10,10,13,15
2016-09-03,0,0,10,11,13,17
2016-09-04,0,0,13,12,13,19
2016-09-05,0,0,13,9,13,21
2016-09-06,0,0,18,10,13,21
2016-09-07,0,0,10,11,14,26
2016-09-08,0,0,13,14,14,26
2016-09-09,0,0,11,2,13,9
2016-09-10,0,0,9,0,0,0
2016-09-14,0,0,7,8,12,17
2016-09-15,0,0,7,0,0,0
2016-04-01,0,0,15,8,0,16
2016-04-02,0,0,38,7,0,12
2016-04-03,0,0,26,7,0,17
2016-04-04,0,0,25,6,0,14
2016-04-05,0,0,28,7,0,14
2016-04-06,0,0,50,5,0,19
2016-04-07,0,0,47,9,0,23
2016-04-08,0,0,46,6,0,9
2016-04-09,0,0,17,0,0,0
2016-04-13,0,0,32,17,0,24
2016-04-14,0,0,101,12,0,21
2016-04-15,0,0,118,0,0,0
2016-04-21,0,0,29,15,0,26
2016-04-22,0,0,36,0,0,0
2016-04-25,0,0,74,10,0,27
2016-04-26,0,0,97,8,0,31
2016-04-27,0,0,161,14,0,31
2016-04-28,0,0,114,11,0,43
2016-04-29,0,0,95,9,0,31
2016-04-30,0,0,96,8,0,21
2016-05-01,0,0,66,3,0,8
2016-05-02,0,0,151,0,0,0
2016-05-09,0,0,122,10,0,25
2016-05-10,0,0,167,13,0,30
2016-05-11,0,0,116,14,12,33
2016-05-12,0,0,131,12,12,23
2016-05-13,0,0,159,6,11,21
2016-05-14,0,0,128,5,11,18
2016-05-15,0,0,145,9,11,15
2016-05-16,0,0,52,12,11,25
2016-05-17,0,0,43,9,11,27
2016-05-18,0,0,76,6,11,26
2016-05-19,0,0,166,7,11,21
2016-05-20,0,0,159,6,11,17
2016-05-21,0,0,136,8,11,30
2016-05-22,0,0,111,9,11,37
2016-05-23,0,0,94,4,11,27
2016-05-24,0,0,131,5,11,32
2016-05-25,0,0,133,2,11,22
2016-05-26,0,0,155,4,11,34
2016-05-27,0,0,156,6,11,25
2016-05-28,0,0,146,4,11,26
2016-05-29,0,0,150,5,11,36
2016-05-30,0,0,116,5,11,22
2016-05-31,0,0,83,4,11,19
2016-06-01,0,0,62,5,11,20
2016-06-02,0,0,45,5,12,20
2016-06-03,0,0,36,5,11,25
2016-06-04,0,0,33,0,0,0
2016-06-07,0,0,22,0,0,0
2016-06-22,0,0,20,5,13,28
2016-06-23,0,0,33,7,13,27
2016-06-24,0,0,23,9,13,26
2016-06-25,0,0,23,9,13,18
2016-06-26,0,0,21,8,13,26
2016-06-27,0,0,25,8,13,26
2016-06-28,0,0,26,3,13,28
2016-06-29,0,0,8,2,13,36
2016-06-30,0,0,8,2,13,18
2016-01-04,0,0,17,19,6,22
2016-01-05,0,0,23,0,0,0
2016-01-11,0,0,7,16,6,24
2016-01-12,0,0,25,14,6,19
2016-01-13,0,0,13,10,6,18
2016-01-14,0,0,11,7,6,9
2016-01-15,0,0,11,0,0,0
2016-01-19,0,0,5,0,6,10
2016-01-20,0,0,11,0,6,13
2016-01-21,0,0,10,0,6,11
2016-01-22,0,0,10,0,6,5
2016-01-23,0,0,20,0,6,2
2016-01-24,0,0,28,5,6,5
2016-01-25,0,0,15,0,6,4
2016-01-26,0,0,14,1,6,8
2016-01-27,0,0,17,0,6,12
2016-01-28,0,0,14,0,0,0
2016-02-19,0,0,18,31,6,16
2016-02-20,0,0,12,0,0,0
2016-02-22,0,0,16,16,6,10
2016-02-23,0,0,15,16,6,9
2016-02-24,0,0,19,12,7,6
2016-02-25,0,0,14,17,6,20
2016-02-26,0,0,12,16,7,14
2016-02-27,0,0,19,22,7,16
2016-02-28,0,0,30,27,7,17
2016-02-29,0,0,29,31,7,25
2016-03-01,0,0,40,0,0,0
2016-03-04,0,0,2,14,7,25
2016-03-05,0,0,4,13,7,14
2016-03-06,0,0,22,9,7,13
2016-03-07,0,0,20,6,7,21
2016-03-08,0,0,74,11,7,20
2016-03-09,0,0,54,14,7,11
2016-03-10,0,0,14,19,7,13
2016-03-11,0,0,19,17,7,16
2016-03-12,0,0,14,14,7,11
2016-03-13,0,0,19,23,7,16
2016-03-14,0,0,16,23,7,19
2016-03-15,0,0,19,20,7,22
2016-03-16,0,0,18,18,7,21
2016-03-17,0,0,17,12,7,21
2016-03-18,0,0,50,10,7,20
2016-03-19,0,0,60,6,7,5
