Date,co,no2,o3,pm10,pm25,so2,Temp,Rain,Cloud,Pressure,Wind,Gust
2015-01-01,28.0,40.0,22.0,124.0,194.67,6.0,17.5,0.0,0.0,1023.5,7.12,12.62
2015-01-02,43.0,39.0,69.0,144.0,186.0,8.0,17.38,0.0,5.88,1022.38,6.25,9.12
2015-01-03,28.0,25.0,24.0,151.0,227.0,12.0,17.0,0.0,41.25,1019.5,5.75,8.5
2015-01-04,15.07,18.24,10.07,91.05,253.0,12.76,19.62,0.01,62.38,1013.5,7.62,13.75
2015-01-05,33.0,35.0,65.0,115.0,160.29,5.0,21.88,0.0,64.0,1010.62,6.75,10.12
2015-01-06,27.0,30.0,46.0,85.0,188.0,3.0,22.0,0.24,74.88,1013.0,7.0,10.75
2015-01-07,27.0,28.0,20.0,80.0,167.0,10.0,17.5,0.22,95.25,1018.62,9.5,17.62
2015-01-08,22.0,23.0,29.0,75.0,163.0,7.0,15.12,0.21,97.88,1023.75,6.62,11.5
2015-01-09,32.0,32.0,21.0,103.0,165.0,12.0,14.12,0.06,93.88,1024.25,8.62,14.12
2015-01-10,25.0,20.0,17.0,115.0,189.0,6.0,12.0,0.95,99.12,1024.25,10.75,15.12
2015-01-11,20.0,17.0,19.0,69.0,206.0,5.0,12.38,0.19,95.0,1023.5,8.0,12.5
2015-01-12,17.0,17.0,32.0,59.0,150.0,6.0,14.75,0.14,40.88,1023.75,8.75,13.88
2015-01-13,21.0,27.0,93.0,77.0,133.0,9.0,15.38,0.0,0.38,1023.12,6.0,9.62
2015-01-14,22.0,35.0,96.0,85.0,162.0,11.0,14.88,0.0,0.0,1022.75,3.75,6.5
2015-01-15,23.0,37.0,104.0,90.0,171.0,10.0,15.25,0.0,0.0,1022.25,7.12,9.75
2015-01-16,28.0,29.0,54.0,100.0,179.0,6.0,16.25,0.0,6.5,1023.25,6.12,10.0
2015-01-17,31.0,36.0,65.0,102.0,191.0,9.0,16.38,0.0,8.5,1023.25,8.75,14.0
2015-01-18,28.0,35.0,66.0,102.0,194.0,16.0,17.5,0.0,20.0,1023.38,4.88,8.0
2015-01-19,18.57,14.81,11.87,42.59,199.0,12.72,17.88,0.0,9.88,1022.0,7.38,11.62
2015-01-20,39.0,57.0,7.83,100.0,99.14,22.0,17.75,0.0,13.62,1019.75,8.62,11.5
2015-01-21,28.0,41.0,55.0,91.0,179.0,13.0,18.75,0.0,17.25,1021.88,6.12,9.25
2015-01-22,30.0,47.0,33.0,108.0,180.0,10.0,19.0,0.0,1.38,1020.25,9.0,13.25
2015-01-23,24.0,34.0,35.0,94.0,183.0,2.0,18.38,0.0,43.75,1016.5,11.0,19.12
2015-01-24,26.0,31.0,19.0,101.0,166.0,3.0,20.25,0.0,30.75,1014.25,14.12,23.88
2015-01-25,26.0,29.0,17.0,97.0,183.0,5.0,20.38,0.02,73.62,1016.12,10.12,16.88
2015-01-26,29.0,34.0,23.0,85.0,181.0,4.0,20.75,0.01,61.5,1016.38,13.5,19.38
2015-01-27,24.0,29.0,23.0,65.0,167.0,3.0,20.25,0.09,81.75,1015.0,13.88,20.25
2015-01-28,25.0,28.0,18.0,69.0,153.0,3.0,20.88,0.0,75.0,1014.12,15.12,25.62
2015-01-29,23.0,22.0,27.0,76.0,154.0,3.0,20.5,0.0,85.0,1016.0,14.12,23.0
2015-01-30,16.0,15.0,34.0,61.0,164.0,2.0,18.0,0.12,97.12,1019.88,11.88,17.62
2015-01-31,13.0,16.0,21.0,38.0,134.0,2.0,13.62,0.02,100.0,1023.62,11.75,15.38
2015-02-01,14.0,18.0,20.0,39.0,101.0,2.0,13.62,0.01,97.88,1024.75,7.88,12.0
2015-02-02,14.0,20.0,20.0,37.0,101.0,2.0,15.38,0.0,76.88,1023.88,6.25,9.0
2015-02-03,13.0,17.0,23.0,33.0,94.0,2.0,17.88,0.0,92.75,1023.12,5.5,7.38
2015-02-04,14.0,15.0,17.0,31.0,84.0,2.0,14.62,0.08,100.0,1023.38,12.25,17.25
2015-02-05,18.0,17.0,19.0,37.0,84.0,2.0,11.88,0.14,96.0,1025.88,12.5,18.62
2015-02-06,20.0,17.0,15.0,29.0,99.0,2.0,13.38,0.0,60.5,1024.25,7.38,12.12
2015-02-07,19.0,16.0,10.0,43.0,81.0,2.0,13.5,0.0,85.38,1020.62,7.5,10.25
2015-02-08,17.0,14.0,12.0,46.0,120.0,2.0,15.25,0.04,56.75,1023.88,8.25,13.12
2015-02-09,15.0,15.0,19.0,47.0,125.0,1.0,14.88,0.0,76.5,1023.25,3.75,6.12
2015-02-10,14.0,14.0,23.0,62.0,127.0,1.0,17.12,0.0,98.38,1019.38,5.75,9.0
2015-02-11,23.0,27.0,14.0,86.0,159.0,1.0,16.25,0.09,98.5,1018.62,9.0,13.12
2015-02-12,16.0,18.0,25.0,62.0,183.0,4.0,17.5,0.0,42.5,1018.25,6.75,10.88
2015-02-13,18.0,27.0,29.0,76.0,154.0,7.0,17.38,0.01,88.75,1015.38,7.62,10.62
2015-02-14,24.0,37.0,18.0,96.0,168.0,8.0,19.12,0.24,96.0,1013.38,7.25,11.38
2015-02-15,21.0,24.0,20.0,107.0,187.0,3.0,21.0,0.06,77.25,1014.5,9.75,15.12
2015-02-16,31.0,26.0,13.0,84.0,209.0,1.0,22.0,0.0,60.12,1016.0,9.88,13.25
2015-02-17,30.0,16.0,14.0,54.0,182.0,1.0,20.62,0.0,63.5,1015.12,8.75,12.5
2015-02-18,19.0,18.0,24.0,56.0,125.0,2.0,21.75,0.0,76.5,1015.25,11.88,16.75
2015-02-19,19.0,28.0,36.0,72.0,128.0,2.0,21.88,0.02,75.62,1015.62,16.38,24.12
2015-02-20,27.0,38.0,17.0,81.0,147.0,4.0,22.5,0.0,71.12,1014.0,16.38,24.62
2015-02-21,26.0,26.0,8.0,68.0,161.0,4.0,23.75,0.0,61.0,1012.0,11.75,17.25
2015-02-22,28.0,21.0,3.0,55.0,160.0,3.0,24.12,0.01,64.38,1013.12,10.38,16.38
2015-02-23,27.0,29.0,9.0,68.0,145.0,2.0,24.5,0.01,48.38,1011.88,10.5,14.75
2015-02-24,25.0,27.0,8.0,57.0,148.0,1.0,24.88,0.01,39.88,1010.25,11.25,18.0
2015-02-25,22.0,27.0,1.0,65.0,133.0,2.0,25.0,0.0,8.5,1009.0,11.88,17.5
2015-02-26,30.0,30.0,3.0,57.0,154.0,2.0,25.0,0.0,36.25,1009.38,14.12,20.75
2015-02-27,25.0,22.0,10.0,47.0,140.0,1.0,26.12,0.0,41.25,1009.62,16.12,22.38
2015-02-28,14.0,17.0,3.0,39.0,121.0,15.8,25.62,0.0,73.5,1012.0,13.5,22.0
2015-03-01,26.0,30.0,5.0,83.0,106.0,2.0,20.12,0.18,92.62,1018.12,11.88,21.25
2015-03-02,30.0,25.0,7.0,68.0,166.0,2.0,20.62,0.0,87.0,1013.0,12.75,20.38
2015-03-03,25.0,21.0,4.0,71.0,158.0,2.0,21.88,0.06,72.0,1009.75,10.62,16.25
2015-03-04,26.0,23.0,6.0,72.0,162.0,2.0,20.88,0.0,90.0,1012.25,9.12,13.12
2015-03-05,36.0,28.0,3.0,55.0,160.0,2.0,22.25,0.08,87.12,1012.12,7.25,10.5
2015-03-06,29.0,18.0,1.0,37.0,139.0,2.0,19.88,0.21,92.0,1014.12,10.12,15.5
2015-03-07,25.0,16.0,1.0,30.0,107.0,2.0,17.75,0.02,93.0,1015.5,8.75,11.25
2015-03-08,15.0,16.0,4.0,39.0,90.0,1.0,21.0,0.05,90.62,1014.62,7.0,11.5
2015-03-09,17.0,17.0,2.0,52.0,97.0,1.0,21.88,0.06,96.12,1017.25,10.38,14.88
2015-03-10,26.0,22.0,2.0,69.0,125.0,2.0,21.12,0.24,80.12,1016.62,10.25,15.12
2015-03-11,29.0,25.0,4.0,56.0,153.0,2.0,18.25,0.16,63.25,1017.88,8.25,14.38
2015-03-12,24.0,19.0,7.0,52.0,132.0,2.0,17.62,0.08,59.88,1018.0,8.62,12.88
2015-03-13,18.0,26.0,11.0,73.0,138.0,2.0,20.0,0.01,67.38,1014.62,8.62,11.62
2015-03-14,22.0,34.0,11.0,67.0,160.0,3.0,22.25,0.02,66.5,1014.62,8.25,11.62
2015-03-15,19.0,25.0,8.0,50.0,147.0,2.0,23.38,0.0,58.12,1012.5,9.12,13.0
2015-03-16,33.0,27.0,1.0,74.0,121.0,4.0,24.0,0.0,73.38,1011.38,9.0,15.0
2015-03-17,23.0,21.0,2.0,48.0,157.0,2.0,24.88,0.0,74.75,1007.25,9.12,15.0
2015-03-18,30.0,27.0,1.0,51.0,117.0,2.0,24.88,0.0,74.88,1006.38,9.38,13.88
2015-03-19,28.0,26.0,2.0,59.0,124.0,2.0,25.12,0.0,63.5,1009.12,9.38,15.12
2015-03-20,12.0,19.0,16.0,53.0,146.0,1.0,25.0,0.0,81.5,1012.5,12.62,19.75
2015-03-21,14.0,22.0,7.0,44.0,131.0,1.0,24.38,0.11,67.75,1016.75,9.5,15.75
2015-03-22,22.0,19.0,3.0,45.0,115.0,1.0,24.0,0.02,61.12,1015.88,13.38,18.38
2015-03-23,22.0,30.0,9.0,47.0,122.0,2.0,23.0,0.2,79.0,1016.0,9.12,14.0
2015-03-24,19.0,28.0,14.0,61.0,118.0,2.0,20.5,0.32,100.0,1020.25,10.75,16.62
2015-03-25,23.0,28.0,7.0,57.0,133.0,2.0,20.0,0.1,99.0,1022.62,6.62,12.62
2015-03-26,23.0,25.0,4.0,57.0,132.0,2.0,21.0,0.2,96.88,1022.38,5.5,8.12
2015-03-27,23.0,20.0,4.0,44.0,131.0,2.0,21.62,0.26,87.12,1020.62,5.62,8.38
2015-03-28,25.0,19.0,1.0,41.0,104.0,2.0,23.0,0.01,74.25,1016.62,8.88,12.88
2015-03-29,21.0,24.0,5.0,50.0,101.0,2.0,24.12,0.0,78.25,1013.25,14.12,22.12
2015-03-30,23.0,30.0,11.0,62.0,122.0,2.0,25.75,0.0,62.38,1011.0,16.38,24.25
2015-03-31,28.0,33.0,6.0,64.0,147.0,2.0,26.75,0.01,54.25,1008.62,14.0,23.12
2015-04-01,26.0,30.0,6.0,73.0,147.0,2.0,27.25,0.0,26.38,1006.5,12.38,21.38
2015-04-02,28.0,26.0,4.0,56.0,164.0,5.0,29.12,0.0,7.5,1003.25,12.75,22.0
2015-04-03,26.0,30.0,12.0,66.0,138.0,8.0,30.12,0.0,5.88,1001.25,10.62,19.5
2015-04-04,30.0,35.0,5.0,66.0,148.0,7.0,29.75,0.0,3.62,1003.12,12.38,20.25
2015-04-05,20.0,31.0,17.0,44.0,154.0,7.0,27.75,0.0,36.25,1007.0,13.12,21.0
2015-04-06,24.0,36.0,13.0,31.0,107.0,8.0,26.88,0.0,76.5,1009.62,14.88,23.38
2015-04-07,27.0,30.0,11.0,47.0,75.0,13.0,24.38,0.74,93.38,1012.38,11.88,24.5
2015-04-08,20.0,25.0,9.0,43.0,113.0,14.0,18.75,0.12,96.88,1017.5,11.88,16.88
2015-04-09,22.0,21.0,4.0,36.0,104.0,14.0,19.75,0.04,94.88,1016.12,8.75,12.12
2015-04-10,23.0,19.0,3.0,39.0,88.0,14.0,18.38,0.24,95.75,1017.88,10.12,14.5
2015-04-11,22.0,20.0,3.0,45.0,93.0,15.0,20.25,0.01,87.88,1018.38,7.62,10.5
2015-04-12,21.0,20.0,2.0,45.0,107.0,15.0,23.38,0.0,33.25,1021.0,9.0,14.5
2015-04-13,28.0,23.0,1.0,54.0,107.0,16.0,22.25,0.0,13.38,1019.62,4.88,9.88
2015-04-14,21.0,16.0,2.0,45.0,126.0,15.0,23.25,0.0,62.88,1015.75,8.12,14.38
2015-04-15,19.0,17.0,3.0,42.0,106.0,15.0,23.5,0.0,70.5,1011.62,9.38,23.12
2015-04-16,25.0,21.0,3.0,49.0,96.0,15.0,24.0,0.0,43.38,1013.0,11.75,17.5
2015-04-17,26.0,21.0,3.0,47.0,111.0,16.0,26.0,0.0,29.0,1007.62,16.12,24.88
2015-04-18,24.0,18.0,1.0,45.0,110.0,16.0,28.62,0.0,25.12,1004.38,11.75,18.88
2015-04-19,24.0,20.0,1.0,39.0,106.0,16.0,30.88,0.0,11.25,1004.25,10.25,17.38
2015-04-20,22.0,16.0,2.0,38.0,96.0,15.0,29.0,0.0,6.88,1005.38,11.0,21.25
2015-04-21,30.0,18.0,1.0,46.0,94.0,16.0,26.25,0.0,65.62,1011.62,9.62,15.25
2015-04-22,27.0,15.0,1.0,43.0,109.0,16.0,22.88,1.05,91.0,1015.38,7.62,15.12
2015-04-23,28.0,20.0,1.0,47.0,109.0,16.0,21.62,0.8,97.12,1017.12,7.88,17.5
2015-04-24,27.0,22.0,1.0,51.0,111.0,17.0,22.62,0.32,76.88,1017.12,4.38,10.0
2015-04-25,22.0,26.0,2.0,48.0,118.0,16.0,24.62,0.0,69.0,1016.75,5.25,9.0
2015-04-26,17.0,15.0,16.0,38.0,105.0,15.0,25.12,0.0,36.75,1015.12,6.62,11.0
2015-04-27,26.0,16.0,9.0,62.0,91.0,12.0,26.0,0.0,36.0,1012.62,12.12,18.38
2015-04-28,24.0,17.0,8.0,81.0,136.0,7.0,26.5,0.0,61.5,1010.75,7.62,15.75
2015-04-29,12.0,14.0,22.0,50.0,165.0,6.0,27.38,0.01,56.38,1009.62,9.88,14.5
2015-04-30,15.0,14.0,31.0,74.0,116.0,6.0,28.12,0.02,53.38,1008.5,11.62,18.25
2015-05-01,16.0,18.0,36.0,66.0,158.0,7.0,29.38,0.0,15.62,1005.25,12.88,22.75
2015-05-02,19.0,18.0,11.0,58.0,136.0,7.0,30.0,0.0,10.88,1005.25,8.88,15.88
2015-05-03,16.0,16.0,18.0,70.0,126.0,6.0,30.38,0.0,16.75,1005.75,9.12,16.12
2015-05-04,13.0,16.0,35.0,39.0,134.0,7.0,30.75,0.56,27.75,1006.62,9.38,15.5
2015-05-05,17.0,20.0,30.0,60.0,88.0,8.0,28.12,0.4,55.0,1005.5,12.38,18.5
2015-05-06,29.0,24.0,11.0,74.0,131.0,11.0,29.75,0.0,34.75,1003.62,8.25,13.88
2015-05-07,27.0,22.0,14.0,54.0,155.0,6.0,29.25,0.11,47.62,1005.25,10.5,15.75
2015-05-08,21.0,27.0,26.0,53.0,124.0,7.0,30.5,0.0,30.5,1003.62,9.62,17.25
2015-05-09,17.0,24.0,27.0,48.0,101.0,8.0,28.12,2.25,44.0,1006.0,7.88,19.62
2015-05-10,14.0,24.0,70.0,61.0,78.0,8.0,28.12,0.11,48.0,1005.62,9.25,17.25
2015-05-11,24.0,32.0,12.0,66.0,110.0,8.0,29.5,0.14,45.62,1007.25,7.12,14.0
2015-05-12,20.0,30.0,23.0,60.0,134.0,7.0,26.0,0.38,65.12,1010.5,9.5,17.25
2015-05-13,17.0,32.0,40.0,62.0,110.0,9.0,28.62,0.01,55.88,1007.62,13.5,21.25
2015-05-14,16.0,27.0,35.0,54.0,101.0,9.0,30.25,0.0,19.75,1006.38,14.75,24.25
2015-05-15,23.0,32.0,8.0,67.0,108.0,7.0,30.75,1.04,23.38,1006.12,11.0,19.0
2015-05-16,17.0,28.0,13.0,48.0,133.0,9.0,29.0,0.09,37.25,1006.25,7.25,15.62
2015-05-17,13.0,17.0,14.0,61.0,93.0,6.0,29.88,0.46,46.0,1004.12,9.38,16.12
2015-05-18,28.0,33.0,31.0,58.0,117.0,10.0,31.25,0.04,24.25,1003.25,6.38,13.12
2015-05-19,20.0,22.0,12.0,42.0,106.0,7.0,30.88,0.15,26.38,1003.0,8.12,15.88
2015-05-20,17.0,20.0,14.0,49.0,85.0,7.0,31.38,0.02,39.5,1002.75,8.38,14.38
2015-05-21,17.0,23.0,17.0,50.0,85.0,8.0,29.12,1.4,72.62,1004.75,9.38,19.0
2015-05-22,16.0,26.0,19.0,58.0,73.0,8.0,30.12,0.09,45.25,1003.5,6.88,11.62
2015-05-23,14.0,22.0,18.0,58.0,95.0,7.0,30.0,2.09,47.12,1003.12,7.88,15.0
2015-05-24,12.0,17.0,10.0,54.0,108.0,6.0,27.88,0.01,58.25,1004.75,9.0,14.38
2015-05-25,24.0,21.0,15.0,55.0,105.0,7.0,30.25,0.02,39.38,1003.12,7.25,14.12
2015-05-26,23.0,24.0,7.0,48.0,104.0,6.0,32.25,0.0,16.75,1002.75,9.75,16.88
2015-05-27,24.0,30.0,12.0,47.0,99.0,7.0,33.0,0.0,10.75,1001.88,11.0,18.25
2015-05-28,23.0,16.0,5.0,65.0,96.0,6.0,33.38,0.0,9.12,1000.0,14.38,21.5
2015-05-29,20.0,20.0,8.0,68.0,137.0,6.0,33.88,0.0,9.25,1001.25,12.75,21.12
2015-05-30,17.0,17.0,12.0,39.0,119.0,7.0,33.38,0.0,20.5,1003.25,8.0,11.12
2015-05-31,14.0,5.0,10.0,59.0,76.0,6.0,31.38,0.3,34.38,1003.38,7.12,17.75
2015-06-01,16.0,17.0,22.0,53.0,105.0,7.0,33.12,0.1,26.62,1002.25,13.38,19.75
2015-06-02,17.0,24.0,14.0,55.0,101.0,7.0,32.62,0.0,12.62,1003.25,15.75,24.38
2015-06-03,19.0,18.0,16.0,59.0,101.0,6.0,32.5,0.0,20.38,1005.25,11.38,18.88
2015-06-04,23.0,25.0,25.0,93.0,113.0,7.0,32.38,0.0,17.0,1005.5,9.25,16.5
2015-06-05,21.0,27.0,17.0,45.0,177.0,8.0,30.0,0.35,44.5,1005.62,8.0,13.5
2015-06-06,13.0,21.0,37.0,41.0,92.0,7.0,30.0,0.6,69.0,1004.62,9.75,16.88
2015-06-07,14.0,19.0,37.0,49.0,92.0,7.0,30.5,0.0,28.12,1004.0,12.5,20.75
2015-06-08,21.0,30.0,34.0,67.0,106.0,8.0,30.88,0.0,42.0,1003.38,7.88,17.38
2015-06-09,21.0,28.0,13.0,68.0,126.0,8.0,30.62,0.29,50.88,1003.62,5.5,15.75
2015-06-10,4.66,16.45,12.35,41.95,141.0,8.92,31.88,0.05,29.5,1003.5,10.12,18.62
2015-06-11,3.49,13.91,21.13,26.0,80.78,13.01,30.12,0.0,57.62,1005.25,5.5,10.25
2015-06-12,5.7,13.65,25.4,32.46,56.37,12.01,29.12,1.74,60.62,1006.25,6.38,13.88
2015-06-13,5.43,9.37,9.7,43.29,71.8,7.76,31.62,0.0,30.5,1003.88,12.25,19.38
2015-06-14,10.14,14.96,23.9,37.47,29.77,15.85,31.5,0.15,48.75,1004.0,9.38,18.75
2015-06-15,8.66,10.53,32.77,39.07,65.4,19.54,29.5,1.81,65.75,1005.62,10.62,15.75
2015-06-16,5.83,6.95,14.59,26.81,53.55,9.55,30.5,0.0,19.75,1005.38,14.0,23.25
2015-06-17,28.0,41.0,7.0,56.0,68.0,7.0,31.88,0.0,18.25,1002.75,14.12,24.12
2015-06-18,27.0,32.0,6.0,62.0,117.0,6.0,31.88,0.0,21.12,1002.5,11.0,19.88
2015-06-19,20.0,23.0,11.0,54.0,122.0,7.0,30.88,0.26,57.75,1003.88,10.25,16.5
2015-06-20,20.0,27.0,31.0,61.0,97.0,6.0,30.88,0.0,26.75,1004.38,10.25,14.88
2015-06-21,15.0,17.0,8.0,49.0,111.0,6.0,30.62,0.65,77.5,1002.88,8.62,12.88
2015-06-22,31.0,32.0,22.0,74.0,118.0,6.0,30.38,0.44,61.62,1000.75,6.75,11.12
2015-06-23,26.0,37.0,10.0,82.0,151.0,6.0,30.38,0.14,56.0,998.12,11.62,17.88
2015-06-24,27.0,34.0,5.0,61.0,162.0,6.0,26.88,4.92,89.25,996.5,16.0,27.75
2015-06-25,19.0,22.0,17.0,54.0,115.0,7.0,28.75,1.04,52.0,999.38,12.12,21.25
2015-06-26,19.0,27.0,15.0,62.0,105.0,7.0,31.12,0.0,20.75,1001.25,11.25,17.62
2015-06-27,17.0,24.0,10.0,40.0,125.0,7.0,31.38,0.0,19.12,1003.62,11.62,19.62
2015-06-28,18.0,28.0,7.0,57.0,89.0,7.0,32.12,0.0,16.25,1005.38,10.75,18.12
2015-06-29,17.0,21.0,7.0,53.0,116.0,7.0,32.5,0.0,12.5,1004.0,11.88,19.5
2015-06-30,20.0,23.0,6.0,38.0,119.0,7.0,33.12,0.0,8.62,1001.88,12.75,19.25
2015-07-01,21.0,25.0,6.0,44.0,92.0,7.0,34.0,0.0,6.5,1000.5,10.12,17.12
2015-07-02,19.0,24.0,6.0,26.0,95.0,7.0,34.62,0.0,8.5,999.25,10.62,17.5
2015-07-03,18.0,27.0,6.0,20.0,57.0,7.0,34.12,0.0,16.88,998.75,7.5,14.38
2015-07-04,19.0,23.0,6.0,24.0,54.0,7.0,31.88,0.0,35.88,1000.25,8.62,16.0
2015-07-05,20.0,28.0,6.0,30.0,71.0,7.0,27.12,1.01,55.25,1004.38,11.12,17.25
2015-07-06,20.0,28.0,6.0,16.0,90.0,7.0,28.0,0.24,52.38,1004.62,8.75,13.12
2015-07-07,15.0,21.0,18.0,25.0,55.0,7.0,29.5,0.0,34.0,1004.12,6.62,11.62
2015-07-08,21.0,27.0,4.0,36.0,73.0,8.0,29.5,0.0,19.25,1003.75,7.38,10.62
2015-07-09,19.0,21.0,15.0,39.0,80.0,9.0,30.0,0.0,30.0,1003.38,7.0,10.0
2015-07-10,23.0,24.0,4.0,55.0,85.0,8.0,30.12,0.0,46.88,1003.75,10.5,17.38
2015-07-11,18.0,17.0,2.0,43.0,110.0,10.0,28.88,0.19,54.25,1003.25,7.88,13.88
2015-07-12,10.0,7.0,2.0,19.0,96.0,9.0,30.75,0.0,25.38,1002.0,5.75,10.38
2015-07-13,3.37,16.32,9.89,27.66,53.0,11.26,31.62,0.0,26.38,1001.62,6.62,13.25
2015-07-14,6.46,15.77,12.05,16.69,42.07,10.62,31.75,0.0,19.75,1000.88,7.25,15.75
2015-07-15,25.0,29.0,2.0,44.0,62.49,9.0,32.0,0.0,24.5,999.12,7.0,15.75
2015-07-16,27.0,27.0,2.0,36.0,80.0,8.0,30.75,0.3,47.75,1000.25,8.38,17.88
2015-07-17,12.0,14.0,23.0,52.0,83.0,9.0,29.88,0.69,55.38,1001.75,5.5,10.88
2015-07-18,9.0,12.0,6.0,43.0,114.0,8.0,29.5,0.11,54.88,1002.5,8.25,12.62
2015-07-19,14.0,16.0,3.0,18.0,92.0,8.0,29.62,1.34,66.38,1002.25,7.12,13.62
2015-07-20,23.0,24.0,3.0,13.0,48.0,8.0,29.38,0.59,60.0,1002.88,6.5,10.25
2015-07-21,21.0,34.0,10.0,20.0,46.0,9.0,29.38,0.11,40.12,1004.75,9.25,14.38
2015-07-22,17.0,22.0,30.0,17.0,67.0,9.0,30.12,0.01,37.88,1004.12,12.12,22.75
2015-07-23,20.0,30.0,26.0,25.0,59.0,10.0,29.25,0.0,38.88,1004.38,10.0,17.0
2015-07-24,7.0,11.0,3.0,17.0,79.0,8.0,27.0,0.55,74.62,1005.12,5.75,8.62
2015-07-25,3.25,15.93,8.03,35.71,64.0,6.75,26.88,0.31,84.12,1004.12,7.5,11.0
2015-07-26,4.98,11.34,7.48,48.24,59.95,15.53,27.5,0.2,56.25,1004.25,7.62,12.25
2015-07-27,26.0,31.0,6.0,20.0,86.62,10.0,28.25,0.22,50.0,1004.75,7.62,14.25
2015-07-28,18.0,23.0,13.0,18.0,69.0,9.0,27.25,0.51,70.0,1005.75,7.25,16.25
2015-07-29,17.0,20.0,8.0,21.0,64.0,9.0,26.25,0.56,78.12,1006.62,8.88,17.12
2015-07-30,22.0,31.0,9.0,30.0,71.0,10.0,26.75,0.62,73.38,1006.0,4.38,16.75
2015-07-31,21.0,26.0,4.0,12.0,94.0,10.0,26.75,0.5,63.5,1006.38,4.75,12.25
2015-08-01,17.0,24.0,13.0,13.0,47.0,10.0,26.38,1.0,71.0,1006.62,7.38,13.25
2015-08-02,12.0,19.0,21.0,18.0,50.0,10.0,24.75,1.11,92.38,1008.25,12.12,19.75
2015-08-03,18.0,24.0,17.0,29.0,59.0,10.0,24.75,0.5,96.0,1008.88,10.38,17.25
2015-08-04,21.0,21.0,3.0,36.0,86.0,10.0,24.62,0.61,85.38,1007.88,5.38,12.75
2015-08-05,23.0,24.0,2.0,46.68,108.0,9.0,26.0,1.24,78.75,1005.5,8.5,14.5
2015-08-06,29.0,27.0,3.0,38.54,43.61,10.0,26.5,0.42,66.62,1005.12,6.88,12.38
2015-08-07,21.0,27.0,4.0,31.53,60.05,10.0,28.75,0.15,52.25,1005.88,5.0,8.88
2015-08-08,21.0,25.0,6.0,25.76,58.96,10.0,29.62,0.0,8.25,1003.75,5.75,9.0
2015-08-09,18.0,10.0,7.0,27.79,80.11,11.0,31.0,0.0,21.38,1002.0,5.38,10.0
2015-08-10,20.0,20.0,4.0,36.01,86.18,11.0,30.5,0.16,56.75,1004.12,7.12,13.12
2015-08-11,16.0,19.0,26.0,18.64,81.05,11.0,29.75,0.15,42.75,1006.5,7.0,11.62
2015-08-12,10.0,15.0,16.0,51.88,67.27,9.0,29.75,0.22,43.5,1006.25,8.88,15.12
2015-08-13,13.0,19.0,25.0,15.86,57.39,10.0,29.5,0.16,42.75,1005.5,7.25,13.38
2015-08-14,15.0,20.0,6.0,29.03,72.02,10.0,30.0,0.0,37.25,1004.38,6.38,14.0
2015-08-15,20.0,25.0,4.0,34.25,45.12,11.0,29.62,0.0,49.75,1005.12,9.38,17.75
2015-08-16,9.13,9.83,11.47,22.39,64.09,9.91,30.75,0.0,20.62,1004.5,10.12,18.25
2015-08-17,26.0,32.0,4.0,29.32,72.44,11.0,31.5,0.0,17.62,1003.88,10.38,18.12
2015-08-18,17.0,17.0,4.0,51.31,106.55,10.0,31.38,0.0,26.38,1003.62,8.88,17.38
2015-08-19,19.0,23.0,15.0,42.71,89.89,10.0,30.5,0.56,38.62,1005.5,6.62,13.62
2015-08-20,29.0,42.0,7.0,53.0,38.61,15.0,29.25,0.64,52.0,1007.88,9.75,16.38
2015-08-21,25.0,23.0,4.0,45.0,118.0,11.0,30.38,0.0,17.5,1005.5,8.25,12.62
2015-08-22,18.0,21.0,3.0,44.0,100.0,12.0,30.88,0.0,15.25,1003.62,7.75,13.12
2015-08-23,22.0,21.0,3.0,48.0,85.0,12.0,31.12,0.0,13.25,1003.0,5.88,8.38
2015-08-24,22.0,23.0,3.0,36.0,108.0,12.0,31.12,0.0,14.62,1003.62,7.38,11.88
2015-08-25,18.0,18.0,4.0,23.8,84.0,11.0,30.25,0.48,48.38,1004.88,7.38,12.88
2015-08-26,14.0,17.0,9.0,41.0,81.87,11.0,29.62,0.12,44.25,1007.0,4.38,11.88
2015-08-27,9.0,13.0,12.0,38.0,94.0,11.0,28.75,0.22,64.88,1006.5,7.25,13.5
2015-08-28,16.0,16.0,6.0,23.0,94.0,10.0,29.38,0.31,51.5,1004.75,4.75,10.62
2015-08-29,14.0,21.0,10.0,38.0,63.0,11.0,27.38,1.5,74.62,1004.62,6.62,13.75
2015-08-30,18.0,22.0,25.0,59.0,86.0,12.0,27.88,0.15,67.5,1006.12,9.0,14.12
2015-08-31,13.0,16.0,5.0,44.0,127.0,12.0,28.12,0.04,47.25,1005.88,8.38,14.5
2015-09-01,21.0,20.0,4.0,30.0,105.0,11.0,27.88,0.01,70.5,1005.75,6.12,13.38
2015-09-02,23.0,23.0,4.0,52.0,75.0,11.0,28.12,0.34,70.5,1006.75,7.75,13.75
2015-09-03,25.0,30.0,5.0,54.0,117.0,13.0,26.62,4.1,79.38,1009.0,6.25,11.88
2015-09-04,25.0,26.0,3.0,40.0,109.0,13.0,27.75,0.68,66.88,1009.75,10.5,19.0
2015-09-05,23.0,23.0,3.0,48.0,72.0,13.0,27.62,0.01,68.25,1007.38,6.62,11.88
2015-09-06,18.0,25.0,37.0,54.0,90.0,13.0,28.62,0.0,60.62,1006.75,5.38,13.62
