Date,co,no2,o3,pm10,pm25,so2,Temp,Rain,Cloud,Pressure,Wind,Gust
2016-12-11,44.0,10.0,44.0,43.0,154.0,12.0,19.88,0.0,20.75,1014.0,7.38,12.5
2016-12-12,50.0,8.0,30.5,33.0,114.0,15.0,22.75,0.0,37.12,1011.38,10.12,15.88
2016-12-13,31.0,7.0,24.0,31.0,90.0,14.0,23.0,0.28,90.25,1013.75,5.62,13.38
2016-12-14,25.0,7.0,16.0,24.0,91.0,10.0,19.88,0.25,90.62,1018.0,12.0,19.5
2016-12-15,39.0,10.0,18.0,42.0,76.0,15.0,16.12,0.05,95.75,1023.0,11.38,19.12
2016-12-16,52.0,16.0,23.5,46.0,112.0,22.0,15.5,0.0,66.88,1026.12,7.0,13.88
2016-12-17,56.0,15.0,29.5,60.0,119.0,28.0,16.62,0.0,29.38,1021.5,7.12,10.75
2016-12-18,76.0,5.0,41.5,62.0,156.0,20.0,18.62,0.0,89.0,1019.62,4.62,7.25
2016-12-19,44.0,2.0,33.5,28.0,147.0,11.0,21.25,0.0,88.88,1016.25,6.0,8.5
2016-12-20,52.0,3.0,18.5,31.0,81.0,14.0,22.38,0.01,83.75,1014.38,11.62,16.62
2016-12-21,31.0,4.0,17.0,25.0,85.0,14.0,23.5,0.06,71.75,1015.5,9.38,14.38
2016-12-22,50.0,11.0,21.0,43.0,72.0,18.0,21.0,0.12,69.62,1019.12,12.5,20.38
2016-12-23,53.0,6.0,23.0,29.0,113.0,15.0,19.75,0.0,47.0,1017.75,7.12,11.12
2016-12-24,38.0,3.0,17.0,13.0,82.0,12.0,21.0,0.01,82.0,1016.12,8.5,13.25
2016-12-25,48.0,4.0,14.5,10.0,42.0,13.0,22.62,0.01,86.25,1014.62,11.25,17.12
2016-12-26,25.0,8.0,12.5,3.0,31.0,12.0,23.12,0.14,81.5,1016.12,11.25,17.88
2016-12-27,50.0,12.0,18.0,25.0,8.0,16.0,16.5,0.01,63.62,1023.12,13.38,23.5
2016-12-28,53.0,13.0,26.5,57.0,62.0,24.0,15.88,0.0,9.62,1022.88,7.62,14.12
2016-12-29,61.0,15.0,28.5,58.0,139.0,22.0,16.38,0.0,8.5,1024.88,9.0,15.88
2016-12-30,58.0,17.0,33.5,75.0,143.0,23.0,16.75,0.0,18.38,1023.75,6.12,11.5
2016-12-31,7.89,12.09,38.0,103.13,171.0,3.2,18.12,0.0,74.12,1022.25,4.12,9.25
2017-01-01,70.0,6.0,23.0,60.0,155.27,12.0,17.38,0.15,100.0,1021.25,4.12,11.25
2017-01-02,69.0,11.0,36.0,61.0,158.0,17.0,20.25,0.0,93.38,1019.88,4.75,8.12
2017-01-03,66.0,8.0,20.0,42.0,159.0,18.0,22.12,0.02,50.38,1019.12,3.75,7.25
2017-01-04,28.0,6.0,9.0,26.0,115.0,12.0,22.0,0.0,33.25,1016.88,6.0,10.5
2017-01-05,48.0,7.0,15.0,35.0,80.0,12.0,21.5,0.0,78.75,1016.12,5.38,9.5
2017-01-06,40.0,9.0,20.0,37.0,102.0,12.0,22.0,0.0,56.62,1014.38,5.38,7.88
2017-01-07,44.0,7.0,15.0,35.0,104.0,14.0,22.75,0.0,18.62,1012.38,4.38,7.5
2017-01-08,54.0,4.0,15.0,26.0,104.0,13.0,22.88,0.01,38.38,1012.62,6.5,11.38
2017-01-09,85.0,25.06,17.0,35.0,81.0,12.0,22.75,0.01,82.25,1014.25,11.75,17.0
2017-01-10,40.0,4.0,10.0,18.0,106.0,10.0,21.5,1.74,97.75,1014.75,10.88,15.75
2017-01-11,20.0,5.0,1.0,6.0,65.0,8.0,20.38,2.49,100.0,1013.5,13.0,21.38
2017-01-12,10.68,22.49,12.31,65.84,24.0,13.11,14.0,0.8,100.0,1015.25,16.5,25.38
2017-01-13,9.46,14.37,19.22,84.59,112.81,19.12,13.88,0.0,89.0,1017.12,10.38,15.88
2017-01-14,8.45,24.75,12.51,41.01,87.75,12.04,16.0,0.0,75.12,1017.75,6.0,10.25
2017-01-15,9.57,16.2,20.93,93.05,106.04,5.97,16.5,0.0,79.38,1019.88,9.5,14.75
2017-01-16,16.0,12.83,13.9,31.0,176.53,10.0,16.12,0.0,85.0,1018.75,6.62,9.5
2017-01-17,35.0,13.0,21.0,44.0,84.0,11.0,16.75,0.02,99.75,1019.75,8.0,12.75
2017-01-18,70.0,5.0,21.0,56.0,115.0,14.0,18.25,0.0,88.88,1020.5,5.62,9.25
2017-01-19,40.0,6.0,9.0,32.0,147.0,13.0,19.0,0.05,86.5,1020.25,6.75,9.88
2017-01-20,27.0,7.0,9.0,40.0,82.0,13.0,16.0,0.01,94.38,1022.38,9.0,16.5
2017-01-21,23.0,6.0,8.0,42.0,114.0,15.0,15.0,0.0,95.0,1025.38,9.0,16.0
2017-01-22,10.49,12.9,5.71,66.85,120.0,10.75,16.5,0.0,39.75,1026.38,6.38,11.62
2017-01-23,71.0,21.0,19.0,49.0,161.25,17.0,17.5,0.0,21.25,1024.25,5.25,11.25
2017-01-24,51.0,14.0,21.0,52.0,129.0,14.0,18.0,0.0,44.0,1023.25,5.5,9.62
2017-01-25,47.0,15.0,18.0,47.0,141.0,14.0,20.0,0.01,81.38,1025.0,6.25,10.38
2017-01-26,32.0,10.0,15.0,39.0,129.0,13.0,20.12,0.0,52.25,1022.75,6.12,9.75
2017-01-27,16.0,6.0,13.0,26.0,112.0,10.0,18.62,0.0,45.5,1021.12,8.75,14.25
2017-01-28,20.0,6.0,4.0,17.0,81.0,10.0,19.5,0.0,28.88,1016.0,10.25,17.25
2017-01-29,20.0,7.0,6.0,19.0,62.0,12.0,20.5,0.01,34.62,1015.0,6.88,13.5
2017-01-30,33.0,9.0,9.0,26.0,68.0,12.0,21.0,0.05,51.75,1018.0,5.88,11.75
2017-01-31,34.0,6.0,6.0,23.0,82.0,14.0,20.5,0.0,38.25,1018.25,8.12,12.75
2017-02-01,39.0,8.0,4.0,26.0,76.0,13.0,20.5,0.04,73.75,1019.88,6.5,11.62
2017-02-02,40.0,7.0,4.0,24.0,80.0,14.0,20.62,0.0,60.88,1020.62,8.62,14.75
2017-02-03,23.0,7.0,9.0,21.0,77.0,11.0,19.75,0.04,82.0,1017.75,7.5,11.75
2017-02-04,30.0,7.0,5.0,25.0,70.0,11.0,21.75,0.14,52.38,1014.75,6.75,12.88
2017-02-05,37.0,8.0,3.0,22.0,78.0,12.0,20.25,0.06,45.38,1014.5,8.0,13.75
2017-02-06,28.0,6.0,3.0,19.0,71.0,12.0,19.75,0.0,46.62,1013.0,11.25,20.12
2017-02-07,37.0,6.0,4.0,21.0,62.0,13.0,21.25,0.05,58.25,1013.0,11.62,21.0
2017-02-08,29.0,9.0,3.0,17.0,63.0,12.0,20.88,0.04,92.88,1015.38,11.88,21.75
2017-02-09,18.0,11.0,7.0,123.0,59.0,15.0,15.88,0.01,86.38,1021.25,12.0,18.75
2017-02-10,6.54,12.0,9.0,44.0,98.0,15.0,14.62,0.0,94.75,1022.88,9.62,15.25
2017-02-11,8.13,14.0,12.0,44.0,125.0,15.0,15.25,0.0,66.12,1026.62,9.5,16.62
2017-02-12,11.52,22.0,13.0,47.0,123.0,23.0,16.12,0.0,24.88,1026.25,5.5,11.62
2017-02-13,4.71,14.0,14.0,50.0,128.0,14.0,17.25,0.0,11.0,1025.62,5.12,8.88
2017-02-14,5.29,16.0,12.0,41.0,140.0,19.0,17.75,0.04,52.62,1026.12,5.25,9.25
2017-02-15,5.0,11.0,3.0,23.0,113.0,13.0,18.75,0.01,65.75,1024.5,6.25,9.5
2017-02-16,12.07,17.32,11.57,85.15,74.0,6.92,20.5,0.0,48.75,1019.38,8.5,13.88
2017-02-17,7.88,23.11,6.2,36.7,141.23,8.38,20.75,0.0,40.62,1019.62,8.62,15.62
2017-02-18,9.36,22.63,7.58,59.11,60.93,5.14,21.38,0.0,45.0,1020.38,8.88,13.88
2017-02-19,14.06,6.0,2.0,14.0,77.23,11.0,21.0,0.0,10.88,1014.62,12.0,18.25
2017-02-20,12.13,5.0,10.0,10.0,45.0,12.0,22.38,0.01,52.5,1009.88,12.88,21.25
2017-02-21,13.95,3.0,13.0,10.0,39.0,11.0,23.88,0.05,68.25,1011.75,14.38,24.12
2017-02-22,12.92,5.0,2.0,14.0,39.0,12.0,25.25,0.08,60.38,1011.75,11.12,20.38
2017-02-23,8.58,9.0,10.36,16.0,53.0,13.0,18.5,0.06,97.0,1015.88,13.62,24.12
2017-02-24,11.28,9.0,2.0,16.0,59.0,12.0,14.88,0.05,96.75,1021.5,12.75,18.0
2017-02-25,6.67,9.0,4.0,20.0,59.0,14.0,14.88,0.02,89.5,1021.88,10.62,15.5
2017-02-26,8.49,14.0,4.0,21.0,69.0,14.0,16.38,0.0,55.25,1021.5,9.62,13.38
2017-02-27,13.97,12.0,7.0,27.0,70.0,24.0,17.0,0.0,48.75,1021.88,6.38,9.88
2017-02-28,5.86,10.0,14.0,49.0,83.0,13.0,18.12,0.0,50.0,1019.88,6.25,9.62
2017-03-01,7.85,12.0,20.0,74.0,126.0,16.0,17.38,0.06,69.88,1021.25,9.25,14.38
2017-03-02,8.25,15.0,4.0,70.0,156.0,17.0,20.12,0.0,30.62,1019.0,8.0,13.0
2017-03-03,9.49,10.0,5.0,63.0,151.0,13.0,20.5,0.0,12.75,1013.12,10.88,17.75
2017-03-04,9.72,7.0,7.0,55.0,150.0,13.0,22.25,0.05,49.38,1010.38,11.75,18.62
2017-03-05,15.35,6.0,1.0,58.0,131.0,17.0,22.88,0.08,55.88,1009.62,9.38,16.25
2017-03-06,14.33,6.0,3.0,53.0,137.0,13.0,21.62,0.01,85.0,1012.5,9.75,17.12
2017-03-07,14.23,19.72,8.54,31.74,142.0,7.31,19.62,0.04,99.62,1014.88,7.5,12.62
2017-03-08,10.8,12.22,16.11,55.05,72.59,10.85,17.0,0.08,99.38,1016.5,7.75,15.38
2017-03-09,12.19,12.0,14.44,73.0,112.68,12.0,17.88,0.26,81.25,1013.88,6.88,11.12
2017-03-10,9.77,4.0,5.44,60.0,160.0,11.0,21.25,0.01,45.62,1010.12,6.5,10.25
2017-03-11,15.25,4.0,7.91,36.0,151.0,10.0,21.75,0.11,79.62,1011.62,9.0,12.5
2017-03-12,5.07,3.0,5.46,35.0,92.0,10.0,24.25,0.1,73.12,1010.12,13.38,20.62
2017-03-13,5.75,12.96,8.99,54.06,88.0,8.91,25.75,0.0,46.38,1008.5,10.5,15.88
2017-03-14,10.18,1.0,15.0,46.0,66.28,11.0,23.12,0.04,85.5,1012.25,11.25,19.5
2017-03-15,6.54,2.0,21.0,40.0,108.0,16.0,21.38,0.02,84.25,1014.0,9.0,13.12
2017-03-16,8.96,3.0,18.0,43.0,110.0,13.0,22.25,0.68,97.38,1012.5,10.12,15.75
2017-03-17,14.96,4.0,19.0,40.0,106.0,10.0,21.38,0.35,98.88,1013.25,10.5,16.75
2017-03-18,9.88,4.0,20.0,30.0,99.0,10.0,23.25,0.22,88.62,1013.62,11.25,19.38
2017-03-19,8.96,4.0,15.0,35.0,78.0,10.0,23.62,0.56,82.38,1013.12,13.0,19.75
2017-03-20,4.21,5.0,12.0,28.0,80.0,10.0,25.12,0.15,80.62,1012.5,12.75,18.12
2017-03-21,9.87,4.0,11.0,31.0,68.0,10.0,23.88,0.08,90.88,1012.0,14.62,26.62
2017-03-22,11.71,4.0,11.0,30.0,74.0,10.0,25.62,0.02,72.88,1010.0,12.12,21.25
2017-03-23,6.13,3.0,13.0,29.0,75.0,10.0,25.62,0.11,68.5,1010.88,16.12,24.88
2017-03-24,8.44,6.0,11.0,28.0,73.0,13.0,24.88,0.02,80.38,1012.38,14.0,26.12
2017-03-25,10.31,7.0,10.0,34.0,69.0,13.0,20.25,0.82,98.5,1016.25,14.0,24.88
2017-03-26,9.15,10.0,10.0,46.0,77.0,14.0,17.62,0.01,77.88,1022.0,10.12,16.0
2017-03-27,7.19,13.0,18.0,60.0,96.0,16.0,18.75,0.0,69.12,1022.12,5.62,9.62
2017-03-28,4.52,8.0,18.0,48.0,136.0,12.0,20.75,0.0,15.88,1016.38,8.88,13.88
2017-03-29,5.68,24.0,15.0,43.0,116.0,14.0,22.62,0.04,83.38,1015.12,8.5,13.25
2017-03-30,10.47,19.0,10.0,25.0,101.0,13.0,24.62,0.01,76.62,1014.38,11.88,18.12
2017-03-31,9.72,22.0,11.0,37.0,68.0,14.0,22.12,0.44,71.25,1016.88,13.0,21.62
2017-04-01,13.79,34.0,13.0,48.0,87.0,16.0,20.5,0.0,20.0,1020.38,10.62,18.12
2017-04-02,5.69,36.0,16.0,52.0,106.0,17.0,20.38,0.0,20.75,1019.5,6.75,11.5
2017-04-03,8.26,20.0,9.0,34.0,116.0,13.0,21.88,0.01,48.62,1017.38,9.12,14.88
2017-04-04,16.03,17.0,12.0,37.0,83.0,13.0,22.75,0.0,71.75,1015.12,13.75,23.62
2017-04-05,7.53,14.0,13.0,34.0,88.0,13.0,22.62,0.0,91.12,1012.0,13.5,21.25
2017-04-06,13.35,12.0,18.0,32.0,83.0,12.0,25.25,0.02,70.75,1009.38,11.62,18.38
2017-04-07,12.47,11.0,20.0,35.0,79.0,12.0,26.12,0.01,78.62,1008.75,13.88,21.25
2017-04-08,6.7,14.0,18.0,40.0,84.0,13.0,27.12,0.0,42.25,1007.5,13.12,19.75
2017-04-09,5.31,18.0,18.0,46.0,92.0,14.0,28.0,0.0,19.38,1004.88,9.38,15.75
2017-04-10,12.36,28.0,15.0,44.0,101.0,14.0,29.88,0.0,8.75,1002.5,6.62,13.12
2017-04-11,13.09,19.0,12.0,34.0,94.0,13.0,29.75,1.56,22.5,1003.5,9.25,18.12
2017-04-12,7.47,55.0,14.0,18.0,83.0,15.0,22.5,0.14,92.75,1013.0,11.12,18.12
2017-04-13,10.77,75.0,14.0,23.0,48.0,14.0,22.88,0.16,69.25,1016.62,6.5,10.5
2017-04-14,13.44,39.0,4.0,4.0,55.0,12.0,23.38,0.0,31.0,1013.25,9.5,14.25
2017-04-15,8.9,21.27,29.73,46.27,14.0,9.11,24.62,0.02,70.5,1010.5,10.38,17.62
2017-04-16,6.55,69.0,19.0,14.0,107.91,12.0,25.88,0.06,80.5,1010.75,11.75,20.88
2017-04-17,13.59,36.0,17.0,8.0,39.0,12.0,26.25,0.61,88.88,1011.62,9.12,16.0
2017-04-18,5.07,51.0,22.0,10.0,26.0,13.0,24.5,1.5,84.0,1009.75,9.0,15.25
2017-04-19,15.29,27.0,15.0,24.0,30.0,13.0,26.75,0.14,50.25,1006.12,9.88,17.38
2017-04-20,13.51,22.0,14.0,50.0,53.0,13.0,27.88,0.0,15.38,1005.5,6.38,12.38
2017-04-21,15.6,15.19,9.22,56.51,113.0,18.73,27.25,0.42,37.12,1006.62,9.0,19.62
2017-04-22,12.04,16.42,15.3,49.06,107.47,14.83,22.5,0.01,42.88,1013.88,10.88,18.12
2017-04-23,11.82,12.81,21.02,21.67,82.64,6.9,22.12,0.16,63.75,1013.5,4.25,7.88
2017-04-24,12.88,24.0,13.0,33.0,99.79,13.0,22.38,0.16,74.5,1011.62,7.25,13.0
2017-04-25,7.58,25.0,16.0,41.0,78.0,13.0,25.38,0.02,70.5,1008.5,7.38,13.62
2017-04-26,15.54,19.0,15.0,28.0,98.0,13.0,25.88,0.18,67.25,1009.25,5.88,12.62
2017-04-27,9.06,29.0,17.0,38.0,72.0,14.0,23.75,1.0,78.38,1013.62,11.88,17.75
2017-04-28,8.37,30.0,13.0,42.0,82.0,14.0,23.25,0.0,38.75,1015.62,7.62,14.12
2017-04-29,20.75,22.0,14.0,35.0,87.0,13.0,23.5,0.0,30.0,1013.62,7.62,12.38
2017-04-30,17.84,17.0,12.0,30.0,87.0,12.0,25.25,0.0,19.88,1009.75,11.62,19.62
2017-05-01,10.4,15.0,10.0,30.0,73.0,12.0,27.5,0.01,52.5,1008.5,9.5,15.38
2017-05-02,9.93,17.0,9.0,36.0,73.0,12.0,28.0,0.01,50.0,1007.88,11.5,17.62
2017-05-03,11.49,22.0,12.5,34.0,83.0,13.0,29.12,0.0,41.0,1006.38,10.5,17.5
2017-05-04,4.01,26.0,12.0,30.0,81.0,13.0,28.38,0.01,31.88,1010.25,13.25,23.0
2017-05-05,13.7,24.0,11.5,35.0,71.0,13.0,27.5,0.01,73.62,1012.88,8.12,13.75
2017-05-06,8.81,21.0,12.0,30.0,85.0,13.0,27.12,0.06,67.25,1013.38,8.62,15.0
2017-05-07,12.32,17.0,10.5,26.0,74.0,12.0,28.0,0.11,51.5,1011.5,10.62,20.38
2017-05-08,7.09,20.5,10.5,27.0,65.0,13.0,27.88,0.06,63.75,1009.12,8.62,18.62
2017-05-09,8.87,19.0,11.0,26.0,66.0,12.0,26.5,0.8,54.38,1010.62,9.75,16.12
2017-05-10,9.19,14.0,10.0,24.0,66.0,12.0,26.88,0.28,39.12,1012.38,8.75,16.12
2017-05-11,7.59,16.5,12.5,21.0,60.0,12.0,27.0,0.6,54.12,1011.88,12.12,19.75
2017-05-12,17.74,25.0,14.0,27.0,60.0,12.0,26.38,0.64,70.25,1011.38,8.88,14.5
2017-05-13,11.19,16.0,10.0,24.0,68.0,12.0,26.38,0.35,58.5,1009.88,6.75,12.75
2017-05-14,9.39,16.0,10.0,22.0,61.0,12.0,26.88,0.62,55.5,1008.25,10.5,17.12
2017-05-15,12.24,16.0,12.0,28.0,57.0,12.0,26.88,0.71,70.62,1007.38,10.5,16.62
2017-05-16,10.67,9.5,11.0,51.55,70.0,6.47,27.0,0.04,39.5,1009.88,11.25,17.25
2017-05-17,10.43,16.5,13.0,26.0,62.33,12.0,24.62,0.11,65.75,1010.75,7.38,13.25
2017-05-18,16.84,13.0,13.0,15.0,75.0,12.0,20.62,0.89,94.25,1012.0,8.12,13.75
2017-05-19,10.47,18.0,12.0,24.0,56.0,12.0,21.25,1.14,100.0,1009.75,9.0,18.62
2017-05-20,16.65,18.0,14.0,32.0,64.0,13.0,25.75,0.0,44.88,1005.25,6.75,13.25
2017-05-21,6.0,15.0,14.5,27.0,78.0,12.0,26.62,0.15,71.62,1004.12,8.0,13.38
2017-05-22,6.06,17.0,11.0,31.0,65.0,12.0,28.12,0.11,72.25,1004.0,10.25,17.25
2017-05-23,13.38,18.0,12.5,21.0,72.0,11.0,28.38,0.42,83.88,1004.5,7.25,15.0
2017-05-24,6.1,17.0,13.5,25.0,60.0,11.0,27.25,1.06,77.75,1006.88,10.88,18.75
2017-05-25,11.44,21.5,12.5,26.0,61.0,11.0,25.0,0.08,50.38,1011.5,12.62,19.75
2017-05-26,10.92,24.0,13.5,37.0,55.0,12.0,25.75,0.0,20.12,1011.5,9.38,16.0
2017-05-27,10.74,27.0,15.5,47.0,81.0,12.0,26.12,0.0,8.25,1010.5,7.5,11.88
2017-05-28,16.85,28.0,16.5,58.0,102.0,12.5,26.62,0.0,10.38,1009.62,5.75,11.12
2017-05-29,15.04,11.95,17.0,50.36,136.0,16.91,27.25,0.0,26.5,1008.62,7.38,13.38
2017-05-30,6.9,18.5,13.0,30.0,69.07,13.0,28.12,0.0,24.62,1008.0,7.12,12.62
2017-05-31,15.72,14.0,14.0,29.0,72.0,14.0,29.62,1.36,40.38,1004.62,9.62,17.75
2017-06-01,14.29,15.0,16.0,34.0,59.0,16.0,31.75,0.04,23.12,1000.5,12.88,20.75
2017-06-02,7.32,14.0,15.5,27.0,62.0,17.0,33.38,0.0,9.12,999.5,11.62,19.12
2017-06-03,7.46,14.0,16.0,26.0,45.0,17.0,34.25,0.0,6.75,999.25,13.38,22.0
2017-06-04,16.89,15.0,17.0,25.0,49.0,17.5,34.5,0.0,15.62,998.12,11.88,19.5
2017-06-05,12.61,13.0,15.5,9.0,47.0,14.0,33.88,0.0,19.0,1000.0,11.25,19.5
2017-06-06,10.27,13.5,13.5,3.0,22.0,12.0,30.75,1.95,68.75,1005.12,8.62,19.5
2017-06-07,6.24,12.0,13.5,4.0,10.0,13.0,26.75,2.46,78.75,1009.12,8.25,15.0
2017-06-08,8.38,11.0,14.0,3.0,12.0,13.0,27.75,0.48,63.25,1007.38,7.62,14.38
2017-06-09,9.73,11.0,14.0,4.0,8.0,13.0,28.25,0.84,50.0,1006.12,10.75,16.75
2017-06-10,3.88,10.39,14.0,32.15,10.0,8.99,28.75,0.09,66.62,1005.62,8.88,15.88
2017-06-11,7.61,12.5,13.0,5.0,135.76,14.5,29.12,0.26,44.75,1004.5,8.38,14.38
2017-06-12,6.28,14.0,14.5,2.0,14.0,13.0,29.62,0.45,59.25,1003.62,6.12,13.88
2017-06-13,7.32,10.0,15.5,2.0,7.0,14.0,29.25,1.82,55.62,1004.62,5.75,12.5
2017-06-14,4.49,12.0,16.0,4.0,7.0,14.0,28.88,1.86,71.0,1005.75,7.38,14.38
2017-06-15,12.23,13.0,15.5,3.0,10.0,14.0,30.38,0.52,57.38,1004.38,7.62,14.5
2017-06-16,3.34,11.0,14.0,2.0,9.0,13.0,30.0,0.0,31.5,1003.5,8.88,13.88
2017-06-17,10.52,11.0,14.5,2.0,6.0,13.0,27.12,0.8,78.12,1003.75,6.5,13.38
2017-06-18,13.46,11.0,14.0,3.0,8.0,13.0,27.12,0.44,77.75,1003.0,7.5,12.88
2017-06-19,11.04,23.7,12.0,48.3,10.0,7.08,28.12,1.45,70.12,1002.62,7.12,13.5
2017-06-20,8.53,13.0,14.0,2.0,42.68,13.5,28.5,0.42,72.88,1002.62,5.38,12.75
2017-06-21,8.91,13.5,14.0,3.0,4.0,14.0,29.25,0.06,53.0,1001.75,6.5,14.12
2017-06-22,15.69,10.5,15.0,9.0,6.0,14.0,30.5,0.19,52.88,1002.88,7.38,12.25
2017-06-23,9.01,9.0,17.0,21.0,21.0,14.0,29.62,0.55,60.75,1003.75,9.5,16.38
2017-06-24,7.4,11.0,17.0,23.0,52.0,14.0,30.25,0.4,45.12,1002.62,8.25,18.38
2017-06-25,10.03,10.0,16.5,31.0,54.0,14.0,29.62,0.59,48.75,1004.12,8.25,13.88
2017-06-26,9.78,9.0,17.5,23.0,68.0,15.0,29.38,0.7,75.62,1005.88,8.5,15.38
2017-06-27,14.5,8.0,18.5,21.0,56.0,14.0,28.75,0.26,75.75,1006.88,9.12,16.75
2017-06-28,10.33,9.0,19.0,27.0,53.0,13.0,28.38,0.72,69.5,1007.38,9.38,15.5
2017-06-29,8.47,10.0,20.0,30.0,64.0,14.0,28.38,0.32,67.62,1006.75,7.25,16.88
2017-06-30,17.33,11.0,21.0,36.0,62.0,14.0,29.0,0.45,60.0,1004.38,8.62,20.0
2017-07-01,6.88,11.0,22.0,34.0,66.0,14.0,29.75,0.09,44.12,1002.88,8.38,15.75
2017-07-02,7.8,10.5,23.0,23.0,64.0,14.0,28.38,0.57,71.38,1002.75,5.88,16.62
2017-07-03,9.39,10.0,24.0,6.0,49.0,13.5,27.38,0.39,76.0,1003.25,5.25,12.25
2017-07-04,6.34,8.0,25.5,5.0,11.0,13.5,27.5,0.52,85.5,1003.88,6.0,14.88
2017-07-05,10.26,8.0,26.0,3.0,8.0,13.5,27.88,1.66,79.62,1005.38,8.88,13.88
2017-07-06,6.26,9.5,26.0,3.0,5.0,13.5,28.12,0.44,67.75,1004.88,8.38,15.5
2017-07-07,17.02,9.0,24.5,2.0,7.0,13.5,28.5,0.81,70.88,1004.5,8.88,13.88
2017-07-08,5.45,8.5,29.0,2.0,5.0,13.5,28.62,0.84,79.12,1005.0,8.5,16.0
2017-07-09,7.19,8.5,25.5,2.0,5.0,13.5,29.38,0.06,53.38,1005.38,10.5,18.0
2017-07-10,8.66,8.0,23.0,2.0,7.0,13.0,28.25,0.35,70.62,1005.0,9.0,16.12
2017-07-11,9.43,8.5,22.0,20.0,5.0,13.0,27.25,2.75,81.5,1006.38,5.88,15.62
2017-07-12,8.51,8.0,21.5,33.0,36.0,13.5,27.25,0.29,66.25,1008.5,9.25,17.0
2017-07-13,5.54,9.0,21.5,28.0,64.0,14.0,28.0,0.21,66.5,1007.0,5.12,13.0
2017-07-14,6.52,8.5,21.5,25.0,46.0,13.5,27.88,0.6,71.62,1005.62,6.0,13.38
2017-07-15,13.57,8.0,21.0,20.0,57.0,13.0,28.0,0.36,67.25,1005.25,6.12,11.38
2017-07-16,6.32,7.5,22.0,14.0,47.0,13.0,27.62,0.84,64.25,1004.12,12.38,25.38
2017-07-17,6.0,8.5,21.0,23.0,39.0,13.0,26.5,1.46,82.5,1004.88,16.5,30.38
2017-07-18,4.91,8.5,21.5,18.0,61.0,13.0,27.38,0.74,65.75,1007.62,6.5,13.88
2017-07-19,7.31,7.5,21.0,21.0,51.0,13.0,27.38,0.59,76.5,1006.12,8.5,13.62
2017-07-20,13.23,8.0,21.0,27.0,55.0,13.0,27.38,1.05,68.5,1005.62,10.88,18.5
2017-07-21,6.22,9.0,23.0,24.0,58.0,13.5,27.38,0.58,72.12,1008.62,8.25,15.0
2017-07-22,4.88,10.0,20.5,20.0,63.0,14.0,28.25,0.08,70.12,1009.25,6.38,10.75
2017-07-23,5.62,13.0,19.5,39.0,47.0,14.5,29.62,0.1,31.38,1006.88,6.25,12.12
2017-07-24,6.44,7.5,19.0,35.0,82.0,13.0,30.0,0.0,38.62,1003.62,7.0,12.88
2017-07-25,2.71,15.28,15.0,32.35,96.0,4.49,28.12,1.56,78.0,1004.38,4.25,12.88
2017-07-26,5.0,8.14,14.18,48.33,27.78,13.73,28.25,0.06,63.75,1004.62,7.12,15.88
2017-07-27,12.6,10.73,6.67,51.94,99.81,14.32,29.75,0.01,22.62,1004.5,5.88,11.12
2017-07-28,10.36,18.47,19.73,57.86,81.05,12.15,29.88,0.1,29.62,1005.5,5.12,11.62
2017-07-29,9.18,16.72,7.13,31.55,45.37,12.3,30.5,0.11,56.62,1003.5,6.25,11.88
2017-07-30,12.49,11.06,14.29,29.74,78.7,13.44,31.88,0.0,12.62,1000.5,7.0,11.12
2017-07-31,11.36,14.57,12.47,22.69,45.24,10.27,32.62,0.0,12.25,999.0,5.38,9.38
2017-08-01,9.62,20.02,12.78,40.28,64.85,12.12,30.62,0.04,48.25,1000.25,3.62,11.12
2017-08-02,4.15,13.28,13.41,24.5,43.34,7.15,30.12,0.12,59.62,1000.0,5.0,10.75
2017-08-03,4.95,20.97,12.64,18.75,58.87,8.13,29.25,1.01,62.0,998.88,6.12,11.5
2017-08-04,4.65,10.61,7.78,34.41,30.44,6.77,27.88,2.91,81.5,999.25,5.25,11.75
2017-08-05,10.24,15.62,7.56,54.29,54.7,13.46,27.88,1.06,72.0,1002.0,9.0,14.88
2017-08-06,8.55,17.5,13.0,21.0,82.2,13.0,29.5,0.24,64.88,1004.88,7.12,12.88
2017-08-07,9.61,12.5,16.0,22.0,44.0,15.0,30.75,0.01,35.25,1004.62,5.12,12.62
2017-08-08,11.56,7.0,18.0,23.0,44.0,14.0,31.62,0.0,20.12,1003.38,8.38,16.38
2017-08-09,6.35,12.26,15.0,40.99,57.0,14.83,32.0,0.0,24.0,1003.12,5.5,13.62
2017-08-10,14.14,9.0,14.0,21.0,47.17,12.5,31.38,0.0,19.25,1002.88,6.0,12.62
2017-08-11,7.58,9.0,16.5,17.0,46.0,13.5,31.62,0.0,21.38,1003.12,8.12,15.5
2017-08-12,8.23,10.5,17.5,26.0,32.0,15.0,31.5,0.0,17.75,1004.5,8.75,16.75
2017-08-13,9.77,10.5,18.5,27.0,60.0,15.0,31.38,0.0,27.88,1005.62,8.38,16.88
2017-08-14,9.42,7.5,19.0,16.0,67.0,13.5,30.25,0.26,49.0,1005.75,9.5,17.12
2017-08-15,6.86,8.5,19.5,13.0,46.0,14.0,27.38,1.62,87.25,1005.75,7.38,13.88
2017-08-16,5.22,8.0,19.0,15.0,41.0,14.0,26.62,1.11,88.62,1006.0,8.25,16.88
